"UNIQUE_CARRIER","UNIQUE_CARRIER_NAME","YEAR","MONTH","DEPARTURES_SCHEDULED","DEPARTURES_PERFORMED","SEATS","PASSENGERS","MONTHNAME","DATE","MONTHLY_NET_INCOME","MONTHLY_OP_PROFIT_LOSS","MONTHLY_OP_REVENUES","MONTHLY_OP_EXPENSES","SEAT_UTILIZATION"
"FL","AirTran Airways Corporation",2011,4,21207,21090,2588550,2046305,"Apr",2011-04-01,-2062.15083333333,-1359.43083333333,245135.400833333,246494.8325,79.05
"FL","AirTran Airways Corporation",2011,3,21689,21612,2652804,2138848,"Mar",2011-03-01,-2062.15083333333,-1359.43083333333,245135.400833333,246494.8325,80.63
"FL","AirTran Airways Corporation",2011,9,19150,19164,2349448,1718034,"Sep",2011-09-01,-2062.15083333333,-1359.43083333333,245135.400833333,246494.8325,73.13
"FL","AirTran Airways Corporation",2011,2,17940,17492,2148204,1600959,"Feb",2011-02-01,-2062.15083333333,-1359.43083333333,245135.400833333,246494.8325,74.53
"FL","AirTran Airways Corporation",2011,11,20120,20130,2470270,1937230,"Nov",2011-11-01,-2062.15083333333,-1359.43083333333,245135.400833333,246494.8325,78.42
"FL","AirTran Airways Corporation",2011,12,20390,20400,2499820,1787915,"Dec",2011-12-01,-2062.15083333333,-1359.43083333333,245135.400833333,246494.8325,71.52
"FL","AirTran Airways Corporation",2011,6,21947,21852,2678684,2255856,"Jun",2011-06-01,-2062.15083333333,-1359.43083333333,245135.400833333,246494.8325,84.22
"FL","AirTran Airways Corporation",2011,1,19651,18611,2285747,1644916,"Jan",2011-01-01,-2062.15083333333,-1359.43083333333,245135.400833333,246494.8325,71.96
"FRA","Freedom Air",2011,1,314,745,10272,5685,"Jan",2011-01-01,NA,NA,NA,NA,55.34
"FRA","Freedom Air",2011,2,314,715,9546,6798,"Feb",2011-02-01,NA,NA,NA,NA,71.21
"FRA","Freedom Air",2011,3,314,945,11184,7705,"Mar",2011-03-01,NA,NA,NA,NA,68.89
"FRA","Freedom Air",2011,4,314,703,9546,5796,"Apr",2011-04-01,NA,NA,NA,NA,60.72
"FRA","Freedom Air",2011,5,315,637,7320,5497,"May",2011-05-01,NA,NA,NA,NA,75.1
"FRA","Freedom Air",2011,6,314,706,9438,5986,"Jun",2011-06-01,NA,NA,NA,NA,63.42
"FRA","Freedom Air",2011,7,314,751,10080,5876,"Jul",2011-07-01,NA,NA,NA,NA,58.29
"FRA","Freedom Air",2011,8,314,717,10032,5831,"Aug",2011-08-01,NA,NA,NA,NA,58.12
"FRA","Freedom Air",2011,9,314,791,10272,6315,"Sep",2011-09-01,NA,NA,NA,NA,61.48
"FRA","Freedom Air",2011,10,314,758,10098,5990,"Oct",2011-10-01,NA,NA,NA,NA,59.32
"FRA","Freedom Air",2011,11,266,771,4548,3823,"Nov",2011-11-01,NA,NA,NA,NA,84.06
"FRA","Freedom Air",2011,12,234,769,4402,3766,"Dec",2011-12-01,NA,NA,NA,NA,85.55
"G4","Allegiant Air",2011,3,4151,4416,660320,610088,"Mar",2011-03-01,5306.5225,5367.0175,62086.5083333333,56719.4916666667,92.39
"G4","Allegiant Air",2011,10,3030,3380,508540,452042,"Oct",2011-10-01,5306.5225,5367.0175,62086.5083333333,56719.4916666667,88.89
"G4","Allegiant Air",2011,11,3275,3617,545092,480345,"Nov",2011-11-01,5306.5225,5367.0175,62086.5083333333,56719.4916666667,88.12
"G4","Allegiant Air",2011,2,2995,3208,479380,435718,"Feb",2011-02-01,5306.5225,5367.0175,62086.5083333333,56719.4916666667,90.89
"G4","Allegiant Air",2011,9,2652,2952,443698,393003,"Sep",2011-09-01,5306.5225,5367.0175,62086.5083333333,56719.4916666667,88.57
"G4","Allegiant Air",2011,4,3567,3787,566190,512215,"Apr",2011-04-01,5306.5225,5367.0175,62086.5083333333,56719.4916666667,90.47
"G4","Allegiant Air",2011,7,4552,4807,721118,668276,"Jul",2011-07-01,5306.5225,5367.0175,62086.5083333333,56719.4916666667,92.67
"G4","Allegiant Air",2011,8,3435,3680,552570,504348,"Aug",2011-08-01,5306.5225,5367.0175,62086.5083333333,56719.4916666667,91.27
"G4","Allegiant Air",2011,1,3303,3489,521550,467178,"Jan",2011-01-01,5306.5225,5367.0175,62086.5083333333,56719.4916666667,89.57
"G4","Allegiant Air",2011,6,3905,4179,624570,569247,"Jun",2011-06-01,5306.5225,5367.0175,62086.5083333333,56719.4916666667,91.14
"G4","Allegiant Air",2011,12,3927,4167,634206,557587,"Dec",2011-12-01,5306.5225,5367.0175,62086.5083333333,56719.4916666667,87.92
"G4","Allegiant Air",2011,5,3154,3426,512080,460938,"May",2011-05-01,5306.5225,5367.0175,62086.5083333333,56719.4916666667,90.01
"G7","GoJet Airlines LLC d/b/a United Express",2011,12,3728,3685,243210,197246,"Dec",2011-12-01,420.271666666667,1584.5525,16048.6041666667,14464.0533333333,81.1
"G7","GoJet Airlines LLC d/b/a United Express",2011,3,3385,3351,221166,180533,"Mar",2011-03-01,420.271666666667,1584.5525,16048.6041666667,14464.0533333333,81.63
"G7","GoJet Airlines LLC d/b/a United Express",2011,5,3462,3354,221364,186477,"May",2011-05-01,420.271666666667,1584.5525,16048.6041666667,14464.0533333333,84.24
"G7","GoJet Airlines LLC d/b/a United Express",2011,7,3918,3831,252846,214076,"Jul",2011-07-01,420.271666666667,1584.5525,16048.6041666667,14464.0533333333,84.67
"G7","GoJet Airlines LLC d/b/a United Express",2011,11,3128,3093,204138,170618,"Nov",2011-11-01,420.271666666667,1584.5525,16048.6041666667,14464.0533333333,83.58
"G7","GoJet Airlines LLC d/b/a United Express",2011,6,3708,3616,238656,204776,"Jun",2011-06-01,420.271666666667,1584.5525,16048.6041666667,14464.0533333333,85.8
"G7","GoJet Airlines LLC d/b/a United Express",2011,1,3581,3465,228690,174741,"Jan",2011-01-01,420.271666666667,1584.5525,16048.6041666667,14464.0533333333,76.41
"G7","GoJet Airlines LLC d/b/a United Express",2011,2,3165,2883,190278,149144,"Feb",2011-02-01,420.271666666667,1584.5525,16048.6041666667,14464.0533333333,78.38
"G7","GoJet Airlines LLC d/b/a United Express",2011,10,3476,3438,226908,194717,"Oct",2011-10-01,420.271666666667,1584.5525,16048.6041666667,14464.0533333333,85.81
"G7","GoJet Airlines LLC d/b/a United Express",2011,4,3160,3079,203214,166484,"Apr",2011-04-01,420.271666666667,1584.5525,16048.6041666667,14464.0533333333,81.93
"G7","GoJet Airlines LLC d/b/a United Express",2011,8,3893,3791,250206,207127,"Aug",2011-08-01,420.271666666667,1584.5525,16048.6041666667,14464.0533333333,82.78
"G7","GoJet Airlines LLC d/b/a United Express",2011,9,3437,3419,225654,189657,"Sep",2011-09-01,420.271666666667,1584.5525,16048.6041666667,14464.0533333333,84.05
"GCH","Grand Canyon Helicopters",2011,1,62,30,180,69,"Jan",2011-01-01,NA,NA,NA,NA,38.33
"GCH","Grand Canyon Helicopters",2011,2,56,30,180,65,"Feb",2011-02-01,NA,NA,NA,NA,36.11
"GCH","Grand Canyon Helicopters",2011,3,62,20,120,52,"Mar",2011-03-01,NA,NA,NA,NA,43.33
"GCH","Grand Canyon Helicopters",2011,4,60,46,276,129,"Apr",2011-04-01,NA,NA,NA,NA,46.74
"GCH","Grand Canyon Helicopters",2011,5,62,50,300,109,"May",2011-05-01,NA,NA,NA,NA,36.33
"GCH","Grand Canyon Helicopters",2011,6,60,62,372,154,"Jun",2011-06-01,NA,NA,NA,NA,41.4
"GCH","Grand Canyon Helicopters",2011,7,62,64,384,176,"Jul",2011-07-01,NA,NA,NA,NA,45.83
"GCH","Grand Canyon Helicopters",2011,8,62,112,672,181,"Aug",2011-08-01,NA,NA,NA,NA,26.93
"GCH","Grand Canyon Helicopters",2011,9,60,62,372,178,"Sep",2011-09-01,NA,NA,NA,NA,47.85
"GCH","Grand Canyon Helicopters",2011,10,62,60,360,156,"Oct",2011-10-01,NA,NA,NA,NA,43.33
"GCH","Grand Canyon Helicopters",2011,11,60,28,168,47,"Nov",2011-11-01,NA,NA,NA,NA,27.98
"GCH","Grand Canyon Helicopters",2011,12,62,36,216,89,"Dec",2011-12-01,NA,NA,NA,NA,41.2
"GL","Miami Air International",2011,2,0,210,26687,7646,"Feb",2011-02-01,196.5575,346.259166666667,11900.8708333333,11554.6108333333,28.65
"GL","Miami Air International",2011,8,0,102,17008,4208,"Aug",2011-08-01,196.5575,346.259166666667,11900.8708333333,11554.6108333333,24.74
"GL","Miami Air International",2011,6,0,207,35379,9858,"Jun",2011-06-01,196.5575,346.259166666667,11900.8708333333,11554.6108333333,27.86
"GL","Miami Air International",2011,7,0,130,21293,6572,"Jul",2011-07-01,196.5575,346.259166666667,11900.8708333333,11554.6108333333,30.86
"GL","Miami Air International",2011,5,0,150,25057,7546,"May",2011-05-01,196.5575,346.259166666667,11900.8708333333,11554.6108333333,30.12
"GL","Miami Air International",2011,1,0,252,32338,10004,"Jan",2011-01-01,196.5575,346.259166666667,11900.8708333333,11554.6108333333,30.94
"GL","Miami Air International",2011,10,0,209,35426,11709,"Oct",2011-10-01,196.5575,346.259166666667,11900.8708333333,11554.6108333333,33.05
"GL","Miami Air International",2011,4,0,244,33497,10919,"Apr",2011-04-01,196.5575,346.259166666667,11900.8708333333,11554.6108333333,32.6
"GL","Miami Air International",2011,11,0,314,53036,21805,"Nov",2011-11-01,196.5575,346.259166666667,11900.8708333333,11554.6108333333,41.11
"GL","Miami Air International",2011,9,0,226,38734,12350,"Sep",2011-09-01,196.5575,346.259166666667,11900.8708333333,11554.6108333333,31.88
"GL","Miami Air International",2011,3,0,278,38644,9963,"Mar",2011-03-01,196.5575,346.259166666667,11900.8708333333,11554.6108333333,25.78
"GL","Miami Air International",2011,12,0,325,55199,23354,"Dec",2011-12-01,196.5575,346.259166666667,11900.8708333333,11554.6108333333,42.31
"GV","Grant Aviation",2011,5,0,4470,33780,11606,"May",2011-05-01,NA,NA,NA,NA,34.36
"GV","Grant Aviation",2011,6,0,4602,34713,11717,"Jun",2011-06-01,NA,NA,NA,NA,33.75
"GV","Grant Aviation",2011,7,0,4186,31623,11589,"Jul",2011-07-01,NA,NA,NA,NA,36.65
"GV","Grant Aviation",2011,8,0,3864,29293,11211,"Aug",2011-08-01,NA,NA,NA,NA,38.27
"GV","Grant Aviation",2011,9,0,3823,28701,10344,"Sep",2011-09-01,NA,NA,NA,NA,36.04
"GV","Grant Aviation",2011,10,0,4140,31320,12567,"Oct",2011-10-01,NA,NA,NA,NA,40.12
"GV","Grant Aviation",2011,11,0,3579,26997,9924,"Nov",2011-11-01,NA,NA,NA,NA,36.76
"GV","Grant Aviation",2011,12,0,3654,28149,10875,"Dec",2011-12-01,NA,NA,NA,NA,38.63
"GV","Grant Aviation",2011,1,0,3551,27312,9564,"Jan",2011-01-01,NA,NA,NA,NA,35.02
"GV","Grant Aviation",2011,2,0,3490,26904,9746,"Feb",2011-02-01,NA,NA,NA,NA,36.23
"GV","Grant Aviation",2011,3,0,4239,31998,11466,"Mar",2011-03-01,NA,NA,NA,NA,35.83
"GV","Grant Aviation",2011,4,0,3939,29811,9966,"Apr",2011-04-01,NA,NA,NA,NA,33.43
"H6","Hageland Aviation Service",2011,1,0,7674,61019,20563,"Jan",2011-01-01,NA,NA,NA,NA,33.7
"H6","Hageland Aviation Service",2011,2,0,7393,58306,20212,"Feb",2011-02-01,NA,NA,NA,NA,34.67
"H6","Hageland Aviation Service",2011,3,0,9717,79266,26941,"Mar",2011-03-01,NA,NA,NA,NA,33.99
"H6","Hageland Aviation Service",2011,4,0,8265,67731,23138,"Apr",2011-04-01,NA,NA,NA,NA,34.16
"H6","Hageland Aviation Service",2011,5,0,9310,69971,25687,"May",2011-05-01,NA,NA,NA,NA,36.71
"H6","Hageland Aviation Service",2011,6,0,8363,64360,23202,"Jun",2011-06-01,NA,NA,NA,NA,36.05
"H6","Hageland Aviation Service",2011,7,0,8407,64032,22408,"Jul",2011-07-01,NA,NA,NA,NA,35
"H6","Hageland Aviation Service",2011,8,0,9673,74703,26678,"Aug",2011-08-01,NA,NA,NA,NA,35.71
"H6","Hageland Aviation Service",2011,9,0,9638,73345,26964,"Sep",2011-09-01,NA,NA,NA,NA,36.76
"H6","Hageland Aviation Service",2011,10,0,9636,73092,28093,"Oct",2011-10-01,NA,NA,NA,NA,38.44
"H6","Hageland Aviation Service",2011,11,0,8516,65386,23186,"Nov",2011-11-01,NA,NA,NA,NA,35.46
"H6","Hageland Aviation Service",2011,12,0,8515,65553,23203,"Dec",2011-12-01,NA,NA,NA,NA,35.4
"HA","Hawaiian Airlines Inc.",2011,5,5789,5755,849490,698110,"May",2011-05-01,663.925833333333,2068.2475,137593.4275,135525.178333333,82.18
"HA","Hawaiian Airlines Inc.",2011,4,5583,5547,810976,645264,"Apr",2011-04-01,663.925833333333,2068.2475,137593.4275,135525.178333333,79.57
"HA","Hawaiian Airlines Inc.",2011,12,5676,5695,841649,689259,"Dec",2011-12-01,663.925833333333,2068.2475,137593.4275,135525.178333333,81.89
"HA","Hawaiian Airlines Inc.",2011,1,5591,5592,827826,658866,"Jan",2011-01-01,663.925833333333,2068.2475,137593.4275,135525.178333333,79.59
"HA","Hawaiian Airlines Inc.",2011,6,5775,5756,849486,696419,"Jun",2011-06-01,663.925833333333,2068.2475,137593.4275,135525.178333333,81.98
"HA","Hawaiian Airlines Inc.",2011,10,5535,5531,809300,652451,"Oct",2011-10-01,663.925833333333,2068.2475,137593.4275,135525.178333333,80.62
"HA","Hawaiian Airlines Inc.",2011,3,5686,5674,832989,699390,"Mar",2011-03-01,663.925833333333,2068.2475,137593.4275,135525.178333333,83.96
"HA","Hawaiian Airlines Inc.",2011,8,5908,5910,870356,724235,"Aug",2011-08-01,663.925833333333,2068.2475,137593.4275,135525.178333333,83.21
"HA","Hawaiian Airlines Inc.",2011,9,5410,5420,794727,639342,"Sep",2011-09-01,663.925833333333,2068.2475,137593.4275,135525.178333333,80.45
"HA","Hawaiian Airlines Inc.",2011,2,5104,5101,749549,631344,"Feb",2011-02-01,663.925833333333,2068.2475,137593.4275,135525.178333333,84.23
"HA","Hawaiian Airlines Inc.",2011,11,5435,5440,802860,657395,"Nov",2011-11-01,663.925833333333,2068.2475,137593.4275,135525.178333333,81.88
"HA","Hawaiian Airlines Inc.",2011,7,6020,6025,885354,747069,"Jul",2011-07-01,663.925833333333,2068.2475,137593.4275,135525.178333333,84.38
"HB","Homer Air",2011,1,0,678,3390,1223,"Jan",2011-01-01,NA,NA,NA,NA,36.08
"HB","Homer Air",2011,2,0,587,2935,962,"Feb",2011-02-01,NA,NA,NA,NA,32.78
"HB","Homer Air",2011,3,0,887,4435,1373,"Mar",2011-03-01,NA,NA,NA,NA,30.96
"HB","Homer Air",2011,4,0,811,4055,1326,"Apr",2011-04-01,NA,NA,NA,NA,32.7
"HB","Homer Air",2011,9,0,774,3870,1494,"Sep",2011-09-01,NA,NA,NA,NA,38.6
"HB","Homer Air",2011,10,0,726,3631,1339,"Oct",2011-10-01,NA,NA,NA,NA,36.88
"HB","Homer Air",2011,11,0,509,2545,904,"Nov",2011-11-01,NA,NA,NA,NA,35.52
"HB","Homer Air",2011,12,0,420,2100,688,"Dec",2011-12-01,NA,NA,NA,NA,32.76
"HB","Homer Air",2011,5,0,750,3750,1185,"May",2011-05-01,NA,NA,NA,NA,31.6
"HB","Homer Air",2011,6,0,806,4030,1382,"Jun",2011-06-01,NA,NA,NA,NA,34.29
"HB","Homer Air",2011,7,0,889,4446,1875,"Jul",2011-07-01,NA,NA,NA,NA,42.17
"HB","Homer Air",2011,8,0,948,4740,1775,"Aug",2011-08-01,NA,NA,NA,NA,37.45
"HBQ","Harris Air Services",2011,10,0,10,30,12,"Oct",2011-10-01,NA,NA,NA,NA,40
"HBQ","Harris Air Services",2011,11,0,10,38,17,"Nov",2011-11-01,NA,NA,NA,NA,44.74
"HBQ","Harris Air Services",2011,12,0,16,56,29,"Dec",2011-12-01,NA,NA,NA,NA,51.79
"HBQ","Harris Air Services",2011,3,0,16,52,18,"Mar",2011-03-01,NA,NA,NA,NA,34.62
"HBQ","Harris Air Services",2011,1,0,16,52,17,"Jan",2011-01-01,NA,NA,NA,NA,32.69
"HBQ","Harris Air Services",2011,2,0,16,48,5,"Feb",2011-02-01,NA,NA,NA,NA,10.42
"HBQ","Harris Air Services",2011,4,0,16,48,23,"Apr",2011-04-01,NA,NA,NA,NA,47.92
"HBQ","Harris Air Services",2011,5,0,14,50,33,"May",2011-05-01,NA,NA,NA,NA,66
"HBQ","Harris Air Services",2011,6,0,16,68,38,"Jun",2011-06-01,NA,NA,NA,NA,55.88
"HBQ","Harris Air Services",2011,7,0,18,62,36,"Jul",2011-07-01,NA,NA,NA,NA,58.06
"HBQ","Harris Air Services",2011,8,0,16,76,44,"Aug",2011-08-01,NA,NA,NA,NA,57.89
"HBQ","Harris Air Services",2011,9,0,18,90,38,"Sep",2011-09-01,NA,NA,NA,NA,42.22
"J5","Kalinin Aviation LLC d/b/a Alaska Seaplanes",2011,5,0,497,2544,866,"May",2011-05-01,NA,NA,NA,NA,34.04
"J5","Kalinin Aviation LLC d/b/a Alaska Seaplanes",2011,6,0,542,3009,1019,"Jun",2011-06-01,NA,NA,NA,NA,33.87
"J5","Kalinin Aviation LLC d/b/a Alaska Seaplanes",2011,7,0,625,3471,1361,"Jul",2011-07-01,NA,NA,NA,NA,39.21
"J5","Kalinin Aviation LLC d/b/a Alaska Seaplanes",2011,8,0,630,3520,1501,"Aug",2011-08-01,NA,NA,NA,NA,42.64
"J5","Kalinin Aviation LLC d/b/a Alaska Seaplanes",2011,9,0,440,2544,939,"Sep",2011-09-01,NA,NA,NA,NA,36.91
"J5","Kalinin Aviation LLC d/b/a Alaska Seaplanes",2011,10,0,259,1434,497,"Oct",2011-10-01,NA,NA,NA,NA,34.66
"J5","Kalinin Aviation LLC d/b/a Alaska Seaplanes",2011,11,0,177,1050,327,"Nov",2011-11-01,NA,NA,NA,NA,31.14
"J5","Kalinin Aviation LLC d/b/a Alaska Seaplanes",2011,12,0,208,1248,313,"Dec",2011-12-01,NA,NA,NA,NA,25.08
"J5","Kalinin Aviation LLC d/b/a Alaska Seaplanes",2011,1,0,166,996,225,"Jan",2011-01-01,NA,NA,NA,NA,22.59
"J5","Kalinin Aviation LLC d/b/a Alaska Seaplanes",2011,2,0,154,924,218,"Feb",2011-02-01,NA,NA,NA,NA,23.59
"J5","Kalinin Aviation LLC d/b/a Alaska Seaplanes",2011,3,0,215,1290,278,"Mar",2011-03-01,NA,NA,NA,NA,21.55
"J5","Kalinin Aviation LLC d/b/a Alaska Seaplanes",2011,4,0,306,1836,554,"Apr",2011-04-01,NA,NA,NA,NA,30.17
"K3","Venture Travel LLC d/b/a Taquan Air Service",2011,1,0,346,2076,97,"Jan",2011-01-01,NA,NA,NA,NA,4.67
"K3","Venture Travel LLC d/b/a Taquan Air Service",2011,2,0,302,1812,116,"Feb",2011-02-01,NA,NA,NA,NA,6.4
"K3","Venture Travel LLC d/b/a Taquan Air Service",2011,3,0,417,2502,130,"Mar",2011-03-01,NA,NA,NA,NA,5.2
"K3","Venture Travel LLC d/b/a Taquan Air Service",2011,4,0,486,2916,241,"Apr",2011-04-01,NA,NA,NA,NA,8.26
"K3","Venture Travel LLC d/b/a Taquan Air Service",2011,10,336,391,2346,172,"Oct",2011-10-01,NA,NA,NA,NA,7.33
"K3","Venture Travel LLC d/b/a Taquan Air Service",2011,11,323,385,2310,157,"Nov",2011-11-01,NA,NA,NA,NA,6.8
"K3","Venture Travel LLC d/b/a Taquan Air Service",2011,12,314,369,2214,105,"Dec",2011-12-01,NA,NA,NA,NA,4.74
"K3","Venture Travel LLC d/b/a Taquan Air Service",2011,7,0,1295,7765,4621,"Jul",2011-07-01,NA,NA,NA,NA,59.51
"K3","Venture Travel LLC d/b/a Taquan Air Service",2011,8,0,1132,6792,3694,"Aug",2011-08-01,NA,NA,NA,NA,54.39
"K3","Venture Travel LLC d/b/a Taquan Air Service",2011,9,0,693,4157,1836,"Sep",2011-09-01,NA,NA,NA,NA,44.17
"K3","Venture Travel LLC d/b/a Taquan Air Service",2011,5,0,905,5430,2543,"May",2011-05-01,NA,NA,NA,NA,46.83
"K3","Venture Travel LLC d/b/a Taquan Air Service",2011,6,0,1384,8304,5079,"Jun",2011-06-01,NA,NA,NA,NA,61.16
"K5","Seaport Airlines, Inc.",2011,5,1671,2764,22507,10581,"May",2011-05-01,NA,NA,NA,NA,47.01
"K5","Seaport Airlines, Inc.",2011,6,1575,3175,25069,12466,"Jun",2011-06-01,NA,NA,NA,NA,49.73
"K5","Seaport Airlines, Inc.",2011,2,1652,2023,16743,6079,"Feb",2011-02-01,NA,NA,NA,NA,36.31
"K5","Seaport Airlines, Inc.",2011,3,1887,2247,18741,7717,"Mar",2011-03-01,NA,NA,NA,NA,41.18
"K5","Seaport Airlines, Inc.",2011,4,1735,2394,19114,9118,"Apr",2011-04-01,NA,NA,NA,NA,47.7
"K5","Seaport Airlines, Inc.",2011,7,1674,3303,26197,13052,"Jul",2011-07-01,NA,NA,NA,NA,49.82
"K5","Seaport Airlines, Inc.",2011,8,1645,3254,25945,13182,"Aug",2011-08-01,NA,NA,NA,NA,50.81
"K5","Seaport Airlines, Inc.",2011,9,2380,3778,28994,13913,"Sep",2011-09-01,NA,NA,NA,NA,47.99
"K5","Seaport Airlines, Inc.",2011,10,1514,2725,20682,9625,"Oct",2011-10-01,NA,NA,NA,NA,46.54
"K5","Seaport Airlines, Inc.",2011,11,1538,2047,16423,7658,"Nov",2011-11-01,NA,NA,NA,NA,46.63
"K5","Seaport Airlines, Inc.",2011,12,1545,2010,16203,6570,"Dec",2011-12-01,NA,NA,NA,NA,40.55
"K5","Seaport Airlines, Inc.",2011,1,1693,2083,17504,5734,"Jan",2011-01-01,NA,NA,NA,NA,32.76
"KAH","Kenmore Air Harbor",2011,1,655,776,6433,2672,"Jan",2011-01-01,NA,NA,NA,NA,41.54
"KAH","Kenmore Air Harbor",2011,2,610,747,6208,2793,"Feb",2011-02-01,NA,NA,NA,NA,44.99
"KAH","Kenmore Air Harbor",2011,3,734,961,7724,3499,"Mar",2011-03-01,NA,NA,NA,NA,45.3
"KAH","Kenmore Air Harbor",2011,4,932,1248,9813,4681,"Apr",2011-04-01,NA,NA,NA,NA,47.7
"KAH","Kenmore Air Harbor",2011,5,1362,1815,14231,6532,"May",2011-05-01,NA,NA,NA,NA,45.9
"KAH","Kenmore Air Harbor",2011,6,1537,2074,17176,8535,"Jun",2011-06-01,NA,NA,NA,NA,49.69
"KAH","Kenmore Air Harbor",2011,7,2327,3101,25176,13833,"Jul",2011-07-01,NA,NA,NA,NA,54.95
"KAH","Kenmore Air Harbor",2011,8,2485,3364,25844,14464,"Aug",2011-08-01,NA,NA,NA,NA,55.97
"KAH","Kenmore Air Harbor",2011,9,1649,2193,17995,9516,"Sep",2011-09-01,NA,NA,NA,NA,52.88
"KAH","Kenmore Air Harbor",2011,10,973,1252,10106,5083,"Oct",2011-10-01,NA,NA,NA,NA,50.3
"KAH","Kenmore Air Harbor",2011,11,689,874,6991,3305,"Nov",2011-11-01,NA,NA,NA,NA,47.28
"KAH","Kenmore Air Harbor",2011,12,613,745,6074,2846,"Dec",2011-12-01,NA,NA,NA,NA,46.86
"KO","Alaska Central Express",2011,1,0,701,228,107,"Jan",2011-01-01,NA,NA,NA,NA,46.93
"KO","Alaska Central Express",2011,2,0,680,133,51,"Feb",2011-02-01,NA,NA,NA,NA,38.35
"KO","Alaska Central Express",2011,3,439,775,874,468,"Mar",2011-03-01,NA,NA,NA,NA,53.55
"KO","Alaska Central Express",2011,4,0,698,323,167,"Apr",2011-04-01,NA,NA,NA,NA,51.7
"KO","Alaska Central Express",2011,7,0,849,1121,648,"Jul",2011-07-01,NA,NA,NA,NA,57.81
"KO","Alaska Central Express",2011,8,0,905,988,539,"Aug",2011-08-01,NA,NA,NA,NA,54.55
"KO","Alaska Central Express",2011,9,0,818,1691,1043,"Sep",2011-09-01,NA,NA,NA,NA,61.68
"KO","Alaska Central Express",2011,10,0,790,1102,620,"Oct",2011-10-01,NA,NA,NA,NA,56.26
"KO","Alaska Central Express",2011,11,0,749,475,301,"Nov",2011-11-01,NA,NA,NA,NA,63.37
"KO","Alaska Central Express",2011,12,0,831,323,178,"Dec",2011-12-01,NA,NA,NA,NA,55.11
"KO","Alaska Central Express",2011,6,0,832,912,553,"Jun",2011-06-01,NA,NA,NA,NA,60.64
"KO","Alaska Central Express",2011,5,0,778,190,55,"May",2011-05-01,NA,NA,NA,NA,28.95
"KS","Peninsula Airways Inc.",2011,1,0,2616,45726,25904,"Jan",2011-01-01,NA,NA,NA,NA,56.65
"KS","Peninsula Airways Inc.",2011,12,0,1985,31785,15597,"Dec",2011-12-01,NA,NA,NA,NA,49.07
"KS","Peninsula Airways Inc.",2011,6,0,4560,66698,34540,"Jun",2011-06-01,NA,NA,NA,NA,51.79
"KS","Peninsula Airways Inc.",2011,10,0,2521,36056,19059,"Oct",2011-10-01,NA,NA,NA,NA,52.86
"KS","Peninsula Airways Inc.",2011,11,0,1929,31635,14252,"Nov",2011-11-01,NA,NA,NA,NA,45.05
"KS","Peninsula Airways Inc.",2011,2,0,2073,31400,15295,"Feb",2011-02-01,NA,NA,NA,NA,48.71
"KS","Peninsula Airways Inc.",2011,3,0,2479,37659,18632,"Mar",2011-03-01,NA,NA,NA,NA,49.48
"KS","Peninsula Airways Inc.",2011,4,0,2430,38692,18911,"Apr",2011-04-01,NA,NA,NA,NA,48.88
"KS","Peninsula Airways Inc.",2011,5,0,3025,44639,22495,"May",2011-05-01,NA,NA,NA,NA,50.39
"KS","Peninsula Airways Inc.",2011,7,0,3885,60050,33817,"Jul",2011-07-01,NA,NA,NA,NA,56.31
"KS","Peninsula Airways Inc.",2011,8,0,3155,48830,27312,"Aug",2011-08-01,NA,NA,NA,NA,55.93
"KS","Peninsula Airways Inc.",2011,9,0,2737,41926,23297,"Sep",2011-09-01,NA,NA,NA,NA,55.57
"LW","Pacific Wings Airlines",2011,5,1990,1341,12069,4191,"May",2011-05-01,NA,NA,NA,NA,34.73
"LW","Pacific Wings Airlines",2011,6,1880,1325,11925,4045,"Jun",2011-06-01,NA,NA,NA,NA,33.92
"LW","Pacific Wings Airlines",2011,7,1785,1238,11142,3317,"Jul",2011-07-01,NA,NA,NA,NA,29.77
"LW","Pacific Wings Airlines",2011,8,1817,1321,11889,3231,"Aug",2011-08-01,NA,NA,NA,NA,27.18
"LW","Pacific Wings Airlines",2011,9,1948,1363,12267,4004,"Sep",2011-09-01,NA,NA,NA,NA,32.64
"LW","Pacific Wings Airlines",2011,10,1824,1337,12033,4101,"Oct",2011-10-01,NA,NA,NA,NA,34.08
"LW","Pacific Wings Airlines",2011,11,1792,1255,11295,4028,"Nov",2011-11-01,NA,NA,NA,NA,35.66
"LW","Pacific Wings Airlines",2011,12,1804,1141,10269,4173,"Dec",2011-12-01,NA,NA,NA,NA,40.64
"LW","Pacific Wings Airlines",2011,1,1663,1151,10359,2966,"Jan",2011-01-01,NA,NA,NA,NA,28.63
"LW","Pacific Wings Airlines",2011,2,1551,1044,9396,2509,"Feb",2011-02-01,NA,NA,NA,NA,26.7
"LW","Pacific Wings Airlines",2011,3,2064,1431,12879,4153,"Mar",2011-03-01,NA,NA,NA,NA,32.25
"LW","Pacific Wings Airlines",2011,4,1918,1417,12753,3891,"Apr",2011-04-01,NA,NA,NA,NA,30.51
"MQ","Envoy Air",2011,3,37712,37103,1841663,1334460,"Mar",2011-03-01,1127.0475,9105.465,183347.929166667,174242.465,72.46
"MQ","Envoy Air",2011,2,33535,29634,1468504,1019299,"Feb",2011-02-01,1127.0475,9105.465,183347.929166667,174242.465,69.41
