"UNIQUE_CARRIER","UNIQUE_CARRIER_NAME","YEAR","MONTH","DEPARTURES_SCHEDULED","DEPARTURES_PERFORMED","SEATS","PASSENGERS","MONTHNAME","DATE","MONTHLY_NET_INCOME","MONTHLY_OP_PROFIT_LOSS","MONTHLY_OP_REVENUES","MONTHLY_OP_EXPENSES","SEAT_UTILIZATION"
"PR","Philippine Airlines Inc.",2009,12,0,69,27396,25631,"Dec",2009-12-01,NA,NA,NA,NA,93.56
"PR","Philippine Airlines Inc.",2009,11,0,45,18757,16135,"Nov",2009-11-01,NA,NA,NA,NA,86.02
"PR","Philippine Airlines Inc.",2009,5,0,48,18234,15617,"May",2009-05-01,NA,NA,NA,NA,85.65
"PR","Philippine Airlines Inc.",2009,9,0,3,1299,1045,"Sep",2009-09-01,NA,NA,NA,NA,80.45
"PR","Philippine Airlines Inc.",2009,6,0,43,17831,15975,"Jun",2009-06-01,NA,NA,NA,NA,89.59
"PR","Philippine Airlines Inc.",2009,10,0,46,18195,15720,"Oct",2009-10-01,NA,NA,NA,NA,86.4
"PR","Philippine Airlines Inc.",2009,7,0,14,5267,4732,"Jul",2009-07-01,NA,NA,NA,NA,89.84
"PR","Philippine Airlines Inc.",2009,8,0,5,2157,1912,"Aug",2009-08-01,NA,NA,NA,NA,88.64
"PT","Piedmont Airlines",2009,5,11363,10797,434082,265422,"May",2009-05-01,NA,NA,NA,NA,61.15
"PT","Piedmont Airlines",2009,6,11503,10885,437689,281293,"Jun",2009-06-01,NA,NA,NA,NA,64.27
"PT","Piedmont Airlines",2009,7,11856,11434,459016,305913,"Jul",2009-07-01,NA,NA,NA,NA,66.65
"PT","Piedmont Airlines",2009,8,11756,11210,450962,298195,"Aug",2009-08-01,NA,NA,NA,NA,66.12
"PT","Piedmont Airlines",2009,9,11211,10943,439367,282354,"Sep",2009-09-01,NA,NA,NA,NA,64.26
"PT","Piedmont Airlines",2009,10,10933,10607,428040,288931,"Oct",2009-10-01,NA,NA,NA,NA,67.5
"PT","Piedmont Airlines",2009,11,9766,9386,379496,238400,"Nov",2009-11-01,NA,NA,NA,NA,62.82
"PT","Piedmont Airlines",2009,12,9617,8633,351076,208575,"Dec",2009-12-01,NA,NA,NA,NA,59.41
"PT","Piedmont Airlines",2009,1,11609,10953,433939,210689,"Jan",2009-01-01,NA,NA,NA,NA,48.55
"PT","Piedmont Airlines",2009,2,10770,10426,413049,217883,"Feb",2009-02-01,NA,NA,NA,NA,52.75
"PT","Piedmont Airlines",2009,3,11994,11294,447388,256919,"Mar",2009-03-01,NA,NA,NA,NA,57.43
"PT","Piedmont Airlines",2009,4,11436,10872,435102,257621,"Apr",2009-04-01,NA,NA,NA,NA,59.21
"Q5","40-Mile Air",2009,2,0,64,320,33,"Feb",2009-02-01,NA,NA,NA,NA,10.31
"Q5","40-Mile Air",2009,1,0,56,280,19,"Jan",2009-01-01,NA,NA,NA,NA,6.79
"Q5","40-Mile Air",2009,3,0,64,320,58,"Mar",2009-03-01,NA,NA,NA,NA,18.12
"Q5","40-Mile Air",2009,4,0,60,300,42,"Apr",2009-04-01,NA,NA,NA,NA,14
"Q5","40-Mile Air",2009,5,0,49,245,29,"May",2009-05-01,NA,NA,NA,NA,11.84
"Q5","40-Mile Air",2009,6,0,67,335,66,"Jun",2009-06-01,NA,NA,NA,NA,19.7
"Q5","40-Mile Air",2009,7,0,77,385,65,"Jul",2009-07-01,NA,NA,NA,NA,16.88
"Q5","40-Mile Air",2009,8,0,65,325,70,"Aug",2009-08-01,NA,NA,NA,NA,21.54
"Q5","40-Mile Air",2009,9,0,70,350,68,"Sep",2009-09-01,NA,NA,NA,NA,19.43
"Q5","40-Mile Air",2009,10,0,72,360,76,"Oct",2009-10-01,NA,NA,NA,NA,21.11
"Q5","40-Mile Air",2009,11,0,49,245,46,"Nov",2009-11-01,NA,NA,NA,NA,18.78
"Q5","40-Mile Air",2009,12,0,65,325,51,"Dec",2009-12-01,NA,NA,NA,NA,15.69
"QF","Qantas Airways Ltd.",2009,1,0,98,21118,7334,"Jan",2009-01-01,NA,NA,NA,NA,34.73
"QF","Qantas Airways Ltd.",2009,2,0,93,18070,6707,"Feb",2009-02-01,NA,NA,NA,NA,37.12
"QF","Qantas Airways Ltd.",2009,3,0,113,20152,7282,"Mar",2009-03-01,NA,NA,NA,NA,36.14
"QF","Qantas Airways Ltd.",2009,4,0,116,18194,9580,"Apr",2009-04-01,NA,NA,NA,NA,52.65
"QF","Qantas Airways Ltd.",2009,5,0,119,16036,9216,"May",2009-05-01,NA,NA,NA,NA,57.47
"QF","Qantas Airways Ltd.",2009,6,0,113,17002,10453,"Jun",2009-06-01,NA,NA,NA,NA,61.48
"QF","Qantas Airways Ltd.",2009,9,0,124,18403,14771,"Sep",2009-09-01,NA,NA,NA,NA,80.26
"QF","Qantas Airways Ltd.",2009,8,0,127,19106,15028,"Aug",2009-08-01,NA,NA,NA,NA,78.66
"QF","Qantas Airways Ltd.",2009,10,0,131,19387,14551,"Oct",2009-10-01,NA,NA,NA,NA,75.06
"QF","Qantas Airways Ltd.",2009,11,0,123,18860,11778,"Nov",2009-11-01,NA,NA,NA,NA,62.45
"QF","Qantas Airways Ltd.",2009,7,0,120,18420,14052,"Jul",2009-07-01,NA,NA,NA,NA,76.29
"QF","Qantas Airways Ltd.",2009,12,0,121,18558,11984,"Dec",2009-12-01,NA,NA,NA,NA,64.58
"QX","Horizon Air",2009,3,10631,10414,773810,514248,"Mar",2009-03-01,1192.91666666667,3752.91666666667,54530.1666666667,50777.25,66.46
"QX","Horizon Air",2009,10,10255,10139,753096,533608,"Oct",2009-10-01,1192.91666666667,3752.91666666667,54530.1666666667,50777.25,70.86
"QX","Horizon Air",2009,7,10670,10544,782356,599241,"Jul",2009-07-01,1192.91666666667,3752.91666666667,54530.1666666667,50777.25,76.59
"QX","Horizon Air",2009,8,10493,10395,771298,578660,"Aug",2009-08-01,1192.91666666667,3752.91666666667,54530.1666666667,50777.25,75.02
"QX","Horizon Air",2009,2,9546,9315,692664,441152,"Feb",2009-02-01,1192.91666666667,3752.91666666667,54530.1666666667,50777.25,63.69
"QX","Horizon Air",2009,5,10437,10181,756010,511814,"May",2009-05-01,1192.91666666667,3752.91666666667,54530.1666666667,50777.25,67.7
"QX","Horizon Air",2009,11,9899,9713,722316,510288,"Nov",2009-11-01,1192.91666666667,3752.91666666667,54530.1666666667,50777.25,70.65
"QX","Horizon Air",2009,6,10292,10136,751550,571539,"Jun",2009-06-01,1192.91666666667,3752.91666666667,54530.1666666667,50777.25,76.05
"QX","Horizon Air",2009,1,10584,9970,737557,454854,"Jan",2009-01-01,1192.91666666667,3752.91666666667,54530.1666666667,50777.25,61.67
"QX","Horizon Air",2009,12,10408,10147,755324,561111,"Dec",2009-12-01,1192.91666666667,3752.91666666667,54530.1666666667,50777.25,74.29
"QX","Horizon Air",2009,9,9949,9850,731208,515842,"Sep",2009-09-01,1192.91666666667,3752.91666666667,54530.1666666667,50777.25,70.55
"QX","Horizon Air",2009,4,10277,10099,751822,490284,"Apr",2009-04-01,1192.91666666667,3752.91666666667,54530.1666666667,50777.25,65.21
"RP","Chautauqua Airlines Inc.",2009,1,15112,14731,718170,427908,"Jan",2009-01-01,NA,NA,NA,NA,59.58
"RP","Chautauqua Airlines Inc.",2009,2,13870,13737,665823,433586,"Feb",2009-02-01,NA,NA,NA,NA,65.12
"RP","Chautauqua Airlines Inc.",2009,3,15557,15241,743188,539925,"Mar",2009-03-01,NA,NA,NA,NA,72.65
"RP","Chautauqua Airlines Inc.",2009,4,14213,13988,682425,508339,"Apr",2009-04-01,NA,NA,NA,NA,74.49
"RP","Chautauqua Airlines Inc.",2009,5,13296,13178,642387,492957,"May",2009-05-01,NA,NA,NA,NA,76.74
"RP","Chautauqua Airlines Inc.",2009,6,12736,12591,614990,493177,"Jun",2009-06-01,NA,NA,NA,NA,80.19
"RP","Chautauqua Airlines Inc.",2009,7,12963,12857,626170,498922,"Jul",2009-07-01,NA,NA,NA,NA,79.68
"RP","Chautauqua Airlines Inc.",2009,8,13476,13315,644310,489814,"Aug",2009-08-01,NA,NA,NA,NA,76.02
"RP","Chautauqua Airlines Inc.",2009,9,12682,12617,609368,447096,"Sep",2009-09-01,NA,NA,NA,NA,73.37
"RP","Chautauqua Airlines Inc.",2009,10,14115,14007,667025,507780,"Oct",2009-10-01,NA,NA,NA,NA,76.13
"RP","Chautauqua Airlines Inc.",2009,11,13392,13291,631183,457603,"Nov",2009-11-01,NA,NA,NA,NA,72.5
"RP","Chautauqua Airlines Inc.",2009,12,14073,13597,644210,465080,"Dec",2009-12-01,NA,NA,NA,NA,72.19
"S5","Shuttle America Corp.",2009,4,8112,7958,571562,383051,"Apr",2009-04-01,2676.38,9150.99666666667,34883.4466666667,25732.4491666667,67.02
"S5","Shuttle America Corp.",2009,2,7015,6932,497268,308273,"Feb",2009-02-01,2676.38,9150.99666666667,34883.4466666667,25732.4491666667,61.99
"S5","Shuttle America Corp.",2009,3,7983,7792,559576,364441,"Mar",2009-03-01,2676.38,9150.99666666667,34883.4466666667,25732.4491666667,65.13
"S5","Shuttle America Corp.",2009,12,7263,6944,500156,355877,"Dec",2009-12-01,2676.38,9150.99666666667,34883.4466666667,25732.4491666667,71.15
"S5","Shuttle America Corp.",2009,9,8637,8569,614728,396327,"Sep",2009-09-01,2676.38,9150.99666666667,34883.4466666667,25732.4491666667,64.47
"S5","Shuttle America Corp.",2009,10,8059,7944,570666,398275,"Oct",2009-10-01,2676.38,9150.99666666667,34883.4466666667,25732.4491666667,69.79
"S5","Shuttle America Corp.",2009,6,8780,8575,615226,425009,"Jun",2009-06-01,2676.38,9150.99666666667,34883.4466666667,25732.4491666667,69.08
"S5","Shuttle America Corp.",2009,7,9081,8977,644110,444616,"Jul",2009-07-01,2676.38,9150.99666666667,34883.4466666667,25732.4491666667,69.03
"S5","Shuttle America Corp.",2009,8,9035,8942,641762,422255,"Aug",2009-08-01,2676.38,9150.99666666667,34883.4466666667,25732.4491666667,65.8
"S5","Shuttle America Corp.",2009,1,6896,6695,479432,289173,"Jan",2009-01-01,2676.38,9150.99666666667,34883.4466666667,25732.4491666667,60.32
"S5","Shuttle America Corp.",2009,11,6947,6896,496412,345398,"Nov",2009-11-01,2676.38,9150.99666666667,34883.4466666667,25732.4491666667,69.58
"S5","Shuttle America Corp.",2009,5,8771,8654,621116,409711,"May",2009-05-01,2676.38,9150.99666666667,34883.4466666667,25732.4491666667,65.96
"SEB","Seaborne Virgin Islands, Inc.",2009,1,1313,1313,19138,12704,"Jan",2009-01-01,NA,NA,NA,NA,66.38
"SEB","Seaborne Virgin Islands, Inc.",2009,2,1394,1394,20617,13024,"Feb",2009-02-01,NA,NA,NA,NA,63.17
"SEB","Seaborne Virgin Islands, Inc.",2009,3,1440,1440,21270,13634,"Mar",2009-03-01,NA,NA,NA,NA,64.1
"SEB","Seaborne Virgin Islands, Inc.",2009,4,1503,1496,22356,14560,"Apr",2009-04-01,NA,NA,NA,NA,65.13
"SEB","Seaborne Virgin Islands, Inc.",2009,11,1436,1513,22009,14775,"Nov",2009-11-01,NA,NA,NA,NA,67.13
"SEB","Seaborne Virgin Islands, Inc.",2009,7,1558,1568,23303,16202,"Jul",2009-07-01,NA,NA,NA,NA,69.53
"SEB","Seaborne Virgin Islands, Inc.",2009,8,1470,1509,21900,14393,"Aug",2009-08-01,NA,NA,NA,NA,65.72
"SEB","Seaborne Virgin Islands, Inc.",2009,12,1736,1666,26214,15947,"Dec",2009-12-01,NA,NA,NA,NA,60.83
"SEB","Seaborne Virgin Islands, Inc.",2009,9,1324,1297,19732,12747,"Sep",2009-09-01,NA,NA,NA,NA,64.6
"SEB","Seaborne Virgin Islands, Inc.",2009,10,1446,1463,22212,14650,"Oct",2009-10-01,NA,NA,NA,NA,65.96
"SEB","Seaborne Virgin Islands, Inc.",2009,6,1475,1497,21910,14815,"Jun",2009-06-01,NA,NA,NA,NA,67.62
"SEB","Seaborne Virgin Islands, Inc.",2009,5,1541,1502,22249,14517,"May",2009-05-01,NA,NA,NA,NA,65.25
"SI","Sierra Pacific Airlines",2009,2,0,63,7560,1991,"Feb",2009-02-01,NA,NA,NA,NA,26.34
"SI","Sierra Pacific Airlines",2009,3,0,79,9480,2466,"Mar",2009-03-01,NA,NA,NA,NA,26.01
"SI","Sierra Pacific Airlines",2009,4,0,98,11760,2881,"Apr",2009-04-01,NA,NA,NA,NA,24.5
"SI","Sierra Pacific Airlines",2009,5,0,81,9720,2449,"May",2009-05-01,NA,NA,NA,NA,25.2
"SI","Sierra Pacific Airlines",2009,1,0,26,3120,2021,"Jan",2009-01-01,NA,NA,NA,NA,64.78
"SI","Sierra Pacific Airlines",2009,7,0,75,9000,2594,"Jul",2009-07-01,NA,NA,NA,NA,28.82
"SI","Sierra Pacific Airlines",2009,10,0,53,6360,1757,"Oct",2009-10-01,NA,NA,NA,NA,27.63
"SI","Sierra Pacific Airlines",2009,11,0,34,4080,1140,"Nov",2009-11-01,NA,NA,NA,NA,27.94
"SI","Sierra Pacific Airlines",2009,12,0,24,2880,673,"Dec",2009-12-01,NA,NA,NA,NA,23.37
"SI","Sierra Pacific Airlines",2009,6,0,53,6360,1250,"Jun",2009-06-01,NA,NA,NA,NA,19.65
"SI","Sierra Pacific Airlines",2009,8,0,122,14640,4994,"Aug",2009-08-01,NA,NA,NA,NA,34.11
"SI","Sierra Pacific Airlines",2009,9,0,33,3960,1184,"Sep",2009-09-01,NA,NA,NA,NA,29.9
"SLQ","Sky King Inc.",2009,6,0,94,11206,5052,"Jun",2009-06-01,NA,NA,NA,NA,45.08
"SLQ","Sky King Inc.",2009,7,0,88,10206,5273,"Jul",2009-07-01,NA,NA,NA,NA,51.67
"SLQ","Sky King Inc.",2009,8,0,82,9751,5233,"Aug",2009-08-01,NA,NA,NA,NA,53.67
"SLQ","Sky King Inc.",2009,9,0,190,23068,10916,"Sep",2009-09-01,NA,NA,NA,NA,47.32
"SLQ","Sky King Inc.",2009,10,0,230,27317,12870,"Oct",2009-10-01,NA,NA,NA,NA,47.11
"SLQ","Sky King Inc.",2009,11,0,260,31800,14052,"Nov",2009-11-01,NA,NA,NA,NA,44.19
"SLQ","Sky King Inc.",2009,12,0,177,19400,7160,"Dec",2009-12-01,NA,NA,NA,NA,36.91
"SLQ","Sky King Inc.",2009,5,0,89,9892,4463,"May",2009-05-01,NA,NA,NA,NA,45.12
"SLQ","Sky King Inc.",2009,1,0,13,1246,477,"Jan",2009-01-01,NA,NA,NA,NA,38.28
"SLQ","Sky King Inc.",2009,4,0,77,8224,3443,"Apr",2009-04-01,NA,NA,NA,NA,41.87
"SLQ","Sky King Inc.",2009,2,0,38,3712,1261,"Feb",2009-02-01,NA,NA,NA,NA,33.97
"SLQ","Sky King Inc.",2009,3,0,110,12104,5354,"Mar",2009-03-01,NA,NA,NA,NA,44.23
"SNK","Spernak Airways Inc.",2009,1,0,374,1816,562,"Jan",2009-01-01,NA,NA,NA,NA,30.95
"SNK","Spernak Airways Inc.",2009,3,0,394,1871,581,"Mar",2009-03-01,NA,NA,NA,NA,31.05
"SNK","Spernak Airways Inc.",2009,4,0,511,2495,881,"Apr",2009-04-01,NA,NA,NA,NA,35.31
"SNK","Spernak Airways Inc.",2009,2,0,392,1909,626,"Feb",2009-02-01,NA,NA,NA,NA,32.79
"SNK","Spernak Airways Inc.",2009,5,0,778,3785,1344,"May",2009-05-01,NA,NA,NA,NA,35.51
"SNK","Spernak Airways Inc.",2009,9,0,769,3692,1354,"Sep",2009-09-01,NA,NA,NA,NA,36.67
"SNK","Spernak Airways Inc.",2009,10,0,574,2765,1036,"Oct",2009-10-01,NA,NA,NA,NA,37.47
"SNK","Spernak Airways Inc.",2009,11,0,467,2275,804,"Nov",2009-11-01,NA,NA,NA,NA,35.34
"SNK","Spernak Airways Inc.",2009,12,0,329,1615,574,"Dec",2009-12-01,NA,NA,NA,NA,35.54
"SNK","Spernak Airways Inc.",2009,8,0,837,3948,1481,"Aug",2009-08-01,NA,NA,NA,NA,37.51
"SNK","Spernak Airways Inc.",2009,6,0,932,4477,1663,"Jun",2009-06-01,NA,NA,NA,NA,37.15
"SNK","Spernak Airways Inc.",2009,7,0,730,3500,1243,"Jul",2009-07-01,NA,NA,NA,NA,35.51
"SY","Sun Country Airlines d/b/a MN Airlines",2009,7,871,874,133986,100821,"Jul",2009-07-01,123.7275,465.064166666667,16849.5283333333,16384.4641666667,75.25
"SY","Sun Country Airlines d/b/a MN Airlines",2009,9,719,818,125412,76087,"Sep",2009-09-01,123.7275,465.064166666667,16849.5283333333,16384.4641666667,60.67
"SY","Sun Country Airlines d/b/a MN Airlines",2009,2,732,753,122598,89755,"Feb",2009-02-01,123.7275,465.064166666667,16849.5283333333,16384.4641666667,73.21
"SY","Sun Country Airlines d/b/a MN Airlines",2009,8,863,875,135174,104073,"Aug",2009-08-01,123.7275,465.064166666667,16849.5283333333,16384.4641666667,76.99
"SY","Sun Country Airlines d/b/a MN Airlines",2009,4,767,848,133155,87960,"Apr",2009-04-01,123.7275,465.064166666667,16849.5283333333,16384.4641666667,66.06
"SY","Sun Country Airlines d/b/a MN Airlines",2009,1,717,826,134580,85079,"Jan",2009-01-01,123.7275,465.064166666667,16849.5283333333,16384.4641666667,63.22
"SY","Sun Country Airlines d/b/a MN Airlines",2009,6,775,787,119979,87921,"Jun",2009-06-01,123.7275,465.064166666667,16849.5283333333,16384.4641666667,73.28
"SY","Sun Country Airlines d/b/a MN Airlines",2009,11,696,806,124701,81361,"Nov",2009-11-01,123.7275,465.064166666667,16849.5283333333,16384.4641666667,65.24
"SY","Sun Country Airlines d/b/a MN Airlines",2009,12,689,818,128844,90440,"Dec",2009-12-01,123.7275,465.064166666667,16849.5283333333,16384.4641666667,70.19
"SY","Sun Country Airlines d/b/a MN Airlines",2009,3,887,915,149172,115925,"Mar",2009-03-01,123.7275,465.064166666667,16849.5283333333,16384.4641666667,77.71
"SY","Sun Country Airlines d/b/a MN Airlines",2009,10,675,857,131277,86699,"Oct",2009-10-01,123.7275,465.064166666667,16849.5283333333,16384.4641666667,66.04
"SY","Sun Country Airlines d/b/a MN Airlines",2009,5,763,856,133194,77023,"May",2009-05-01,123.7275,465.064166666667,16849.5283333333,16384.4641666667,57.83
"U5","USA 3000 Airlines",2009,8,309,323,54264,24578,"Aug",2009-08-01,-153.695833333333,-93.8841666666666,13728.3341666667,13822.2158333333,45.29
"U5","USA 3000 Airlines",2009,9,146,226,37968,14120,"Sep",2009-09-01,-153.695833333333,-93.8841666666666,13728.3341666667,13822.2158333333,37.19
"U5","USA 3000 Airlines",2009,10,172,262,44016,18302,"Oct",2009-10-01,-153.695833333333,-93.8841666666666,13728.3341666667,13822.2158333333,41.58
"U5","USA 3000 Airlines",2009,4,373,374,62832,39842,"Apr",2009-04-01,-153.695833333333,-93.8841666666666,13728.3341666667,13822.2158333333,63.41
"U5","USA 3000 Airlines",2009,5,297,318,53424,22786,"May",2009-05-01,-153.695833333333,-93.8841666666666,13728.3341666667,13822.2158333333,42.65
"U5","USA 3000 Airlines",2009,2,416,424,71232,44673,"Feb",2009-02-01,-153.695833333333,-93.8841666666666,13728.3341666667,13822.2158333333,62.71
"U5","USA 3000 Airlines",2009,3,440,442,74256,52529,"Mar",2009-03-01,-153.695833333333,-93.8841666666666,13728.3341666667,13822.2158333333,70.74
"U5","USA 3000 Airlines",2009,7,301,316,53088,29249,"Jul",2009-07-01,-153.695833333333,-93.8841666666666,13728.3341666667,13822.2158333333,55.1
"U5","USA 3000 Airlines",2009,12,165,208,34944,16387,"Dec",2009-12-01,-153.695833333333,-93.8841666666666,13728.3341666667,13822.2158333333,46.9
"U5","USA 3000 Airlines",2009,1,460,460,77280,44218,"Jan",2009-01-01,-153.695833333333,-93.8841666666666,13728.3341666667,13822.2158333333,57.22
"U5","USA 3000 Airlines",2009,11,201,267,44856,18433,"Nov",2009-11-01,-153.695833333333,-93.8841666666666,13728.3341666667,13822.2158333333,41.09
"U5","USA 3000 Airlines",2009,6,265,275,46200,26511,"Jun",2009-06-01,-153.695833333333,-93.8841666666666,13728.3341666667,13822.2158333333,57.38
"U7","USA Jet Airlines Inc.",2009,10,0,310,14583,11731,"Oct",2009-10-01,383.730833333333,809.820833333333,9456.60583333333,8646.78583333333,80.44
"U7","USA Jet Airlines Inc.",2009,11,0,250,12229,7803,"Nov",2009-11-01,383.730833333333,809.820833333333,9456.60583333333,8646.78583333333,63.81
"U7","USA Jet Airlines Inc.",2009,1,0,77,4916,2382,"Jan",2009-01-01,383.730833333333,809.820833333333,9456.60583333333,8646.78583333333,48.45
"U7","USA Jet Airlines Inc.",2009,3,0,213,16141,7737,"Mar",2009-03-01,383.730833333333,809.820833333333,9456.60583333333,8646.78583333333,47.93
"U7","USA Jet Airlines Inc.",2009,4,0,168,12521,7405,"Apr",2009-04-01,383.730833333333,809.820833333333,9456.60583333333,8646.78583333333,59.14
"U7","USA Jet Airlines Inc.",2009,5,0,110,6195,3892,"May",2009-05-01,383.730833333333,809.820833333333,9456.60583333333,8646.78583333333,62.82
"U7","USA Jet Airlines Inc.",2009,7,0,172,12580,10029,"Jul",2009-07-01,383.730833333333,809.820833333333,9456.60583333333,8646.78583333333,79.72
"U7","USA Jet Airlines Inc.",2009,12,0,361,8310,4972,"Dec",2009-12-01,383.730833333333,809.820833333333,9456.60583333333,8646.78583333333,59.83
"U7","USA Jet Airlines Inc.",2009,9,0,269,9820,7381,"Sep",2009-09-01,383.730833333333,809.820833333333,9456.60583333333,8646.78583333333,75.16
"U7","USA Jet Airlines Inc.",2009,2,0,113,4859,1749,"Feb",2009-02-01,383.730833333333,809.820833333333,9456.60583333333,8646.78583333333,36
"U7","USA Jet Airlines Inc.",2009,8,0,192,9635,7730,"Aug",2009-08-01,383.730833333333,809.820833333333,9456.60583333333,8646.78583333333,80.23
"U7","USA Jet Airlines Inc.",2009,6,0,188,13540,9298,"Jun",2009-06-01,383.730833333333,809.820833333333,9456.60583333333,8646.78583333333,68.67
"UA","United Air Lines Inc.",2009,3,34576,33953,5223102,4137426,"Mar",2009-03-01,-52343.25,20678.5,1363269.83333333,1342591.33333333,79.21
"UA","United Air Lines Inc.",2009,2,29905,29460,4500435,3302611,"Feb",2009-02-01,-52343.25,20678.5,1363269.83333333,1342591.33333333,73.38
"UA","United Air Lines Inc.",2009,6,33006,32581,5034963,4288451,"Jun",2009-06-01,-52343.25,20678.5,1363269.83333333,1342591.33333333,85.17
"UA","United Air Lines Inc.",2009,5,31812,31541,4859221,3967809,"May",2009-05-01,-52343.25,20678.5,1363269.83333333,1342591.33333333,81.66
"UA","United Air Lines Inc.",2009,10,30645,30310,4704772,3861807,"Oct",2009-10-01,-52343.25,20678.5,1363269.83333333,1342591.33333333,82.08
"UA","United Air Lines Inc.",2009,4,31400,30993,4777249,3898948,"Apr",2009-04-01,-52343.25,20678.5,1363269.83333333,1342591.33333333,81.61
"UA","United Air Lines Inc.",2009,8,33638,33318,5182122,4357452,"Aug",2009-08-01,-52343.25,20678.5,1363269.83333333,1342591.33333333,84.09
"UA","United Air Lines Inc.",2009,12,29121,28464,4489733,3527281,"Dec",2009-12-01,-52343.25,20678.5,1363269.83333333,1342591.33333333,78.56
"UA","United Air Lines Inc.",2009,7,33964,33606,5199700,4468742,"Jul",2009-07-01,-52343.25,20678.5,1363269.83333333,1342591.33333333,85.94
"UA","United Air Lines Inc.",2009,1,31510,30880,4701287,3429914,"Jan",2009-01-01,-52343.25,20678.5,1363269.83333333,1342591.33333333,72.96
"UA","United Air Lines Inc.",2009,9,29871,29722,4589197,3612174,"Sep",2009-09-01,-52343.25,20678.5,1363269.83333333,1342591.33333333,78.71
"UA","United Air Lines Inc.",2009,11,27750,27630,4348438,3419043,"Nov",2009-11-01,-52343.25,20678.5,1363269.83333333,1342591.33333333,78.63
"US","US Airways Inc.",2009,3,36235,35525,4971814,3945697,"Mar",2009-03-01,-11704.9166666667,10082,898403.166666667,888321.166666667,79.36
"US","US Airways Inc.",2009,2,32374,32050,4487072,3379465,"Feb",2009-02-01,-11704.9166666667,10082,898403.166666667,888321.166666667,75.32
"US","US Airways Inc.",2009,6,34885,34509,4795562,3970970,"Jun",2009-06-01,-11704.9166666667,10082,898403.166666667,888321.166666667,82.81
"US","US Airways Inc.",2009,1,36037,35343,4939517,3595700,"Jan",2009-01-01,-11704.9166666667,10082,898403.166666667,888321.166666667,72.79
"US","US Airways Inc.",2009,11,33051,32931,4642704,3530789,"Nov",2009-11-01,-11704.9166666667,10082,898403.166666667,888321.166666667,76.05
"US","US Airways Inc.",2009,8,35367,35000,4870408,3982903,"Aug",2009-08-01,-11704.9166666667,10082,898403.166666667,888321.166666667,81.78
"US","US Airways Inc.",2009,4,34769,34461,4809759,3947714,"Apr",2009-04-01,-11704.9166666667,10082,898403.166666667,888321.166666667,82.08
"US","US Airways Inc.",2009,5,35683,35367,4920458,3926399,"May",2009-05-01,-11704.9166666667,10082,898403.166666667,888321.166666667,79.8
"US","US Airways Inc.",2009,9,32571,32454,4511340,3458906,"Sep",2009-09-01,-11704.9166666667,10082,898403.166666667,888321.166666667,76.67
"US","US Airways Inc.",2009,10,34470,34281,4798420,3849923,"Oct",2009-10-01,-11704.9166666667,10082,898403.166666667,888321.166666667,80.23
"US","US Airways Inc.",2009,7,35861,35476,4927975,4101859,"Jul",2009-07-01,-11704.9166666667,10082,898403.166666667,888321.166666667,83.24
"US","US Airways Inc.",2009,12,33648,32595,4620814,3583127,"Dec",2009-12-01,-11704.9166666667,10082,898403.166666667,888321.166666667,77.54
"V8","Iliamna Air Taxi",2009,2,0,378,2742,955,"Feb",2009-02-01,NA,NA,NA,NA,34.83
"V8","Iliamna Air Taxi",2009,3,0,402,2968,1073,"Mar",2009-03-01,NA,NA,NA,NA,36.15
"V8","Iliamna Air Taxi",2009,4,0,372,2511,769,"Apr",2009-04-01,NA,NA,NA,NA,30.63
"V8","Iliamna Air Taxi",2009,5,0,438,3011,1047,"May",2009-05-01,NA,NA,NA,NA,34.77
"V8","Iliamna Air Taxi",2009,6,0,506,3599,1295,"Jun",2009-06-01,NA,NA,NA,NA,35.98
"V8","Iliamna Air Taxi",2009,7,0,593,4356,1808,"Jul",2009-07-01,NA,NA,NA,NA,41.51
"V8","Iliamna Air Taxi",2009,8,0,708,5323,2216,"Aug",2009-08-01,NA,NA,NA,NA,41.63
"V8","Iliamna Air Taxi",2009,1,0,327,2358,733,"Jan",2009-01-01,NA,NA,NA,NA,31.09
"V8","Iliamna Air Taxi",2009,9,0,668,4900,2090,"Sep",2009-09-01,NA,NA,NA,NA,42.65
"V8","Iliamna Air Taxi",2009,10,0,631,4416,1554,"Oct",2009-10-01,NA,NA,NA,NA,35.19
"V8","Iliamna Air Taxi",2009,11,0,434,3031,986,"Nov",2009-11-01,NA,NA,NA,NA,32.53
"V8","Iliamna Air Taxi",2009,12,0,302,2141,716,"Dec",2009-12-01,NA,NA,NA,NA,33.44
"VI","Vieques Air Link Inc.",2009,10,496,300,2700,1777,"Oct",2009-10-01,NA,NA,NA,NA,65.81
"VI","Vieques Air Link Inc.",2009,11,720,671,6039,3793,"Nov",2009-11-01,NA,NA,NA,NA,62.81
"VI","Vieques Air Link Inc.",2009,12,496,434,3906,2558,"Dec",2009-12-01,NA,NA,NA,NA,65.49
"VI","Vieques Air Link Inc.",2009,9,480,271,2439,1259,"Sep",2009-09-01,NA,NA,NA,NA,51.62
"VI","Vieques Air Link Inc.",2009,7,486,431,3879,2472,"Jul",2009-07-01,NA,NA,NA,NA,63.73
"VI","Vieques Air Link Inc.",2009,4,480,362,3258,2358,"Apr",2009-04-01,NA,NA,NA,NA,72.38
