Year - Month,Carrier,Departures,Miles,Seats,Passengers,Seat Utilization,Payload (lbs),Freight (lbs),Mail (lbs)
2018-08,Hawaiian Airlines Inc. (Pacific),28,"72,772","7,784","6,263",80%,"2,984,000","41,522","10,754"
2018-08,Horizon Air (Domestic),"9,781","3,426,445","744,436","582,049",78%,"178,554,000","404,971","102,776"
2018-08,Iliamna Air Taxi (Domestic),587,"77,761","4,459","1,933",43%,"1,310,100","68,933","39,650"
2018-08,Island Air Service (Domestic),"1,307","57,333","7,790","2,686",34%,"1,588,250","80,057","29,176"
2018-08,"Jet Aviation Flight Services, Inc. (Domestic)",343,"260,715","3,577","1,072",30%,"715,400",0,0
2018-08,JetBlue Airways (Domestic),"26,063","27,793,897","3,531,366","3,045,665",86%,"891,758,200",0,0
2018-08,"KaiserAir, Inc. (Domestic)",23,"47,319","1,604",802,50%,"1,031,600",0,0
2018-08,Kalinin Aviation LLC d/b/a Alaska Seaplanes (Domestic),"2,855","189,040","22,004","9,785",44%,"6,273,926","333,046","163,640"
2018-08,Kalitta Air LLC (Domestic),550,"615,829",0,0,-,"103,338,000","48,430,854",0
2018-08,Kalitta Air LLC (International),2,"6,220",0,0,-,"500,000","437,015",0
2018-08,Kalitta Charters II (Domestic),338,"180,216",0,0,-,"15,506,090","5,946,424",0
2018-08,Katmai Air (Domestic),620,"40,851","4,544","3,043",67%,"1,014,960","42,830",0
2018-08,Kenmore Air Harbor (Domestic),"1,574","57,361","14,076","6,481",46%,"3,466,573","8,058",0
2018-08,Lynden Air Cargo Airlines (Domestic),251,"81,548",0,0,-,"11,806,000","5,079,740","1,236,753"
2018-08,Mesa Airlines Inc. (Domestic),"19,544","10,557,661","1,484,385","1,193,624",80%,"374,005,775","31,761","4,049"
2018-08,Miami Air International (Domestic),68,"52,058","12,212","3,068",25%,"2,890,000",0,0
2018-08,Miami Air International (International),2,"3,802",346,39,11%,"85,000",0,0
2018-08,"Mokulele Flight Services, Inc. (Domestic)","3,508","262,753","31,572","19,230",61%,"14,733,600",0,0
2018-08,"Multi-Aero, Inc. d/b/a Air Choice One (Domestic)","1,217","270,869","9,736","7,263",75%,"2,214,940",0,0
2018-08,National Air Cargo Group Inc d/ba National Airlines (Do,9,"23,680",0,0,-,"2,178,000","853,538",0
2018-08,New England Airlines Inc. (Domestic),"1,296","22,032","10,338","6,521",63%,"2,067,600","4,560",0
2018-08,Northern Air Cargo Inc. (Domestic),572,"231,472",0,0,-,"19,056,967","8,927,360","2,657,508"
2018-08,Omni Air International LLC (Domestic),40,"97,074","8,855","7,071",80%,"2,814,918","140,970",0
2018-08,Omni Air International LLC (International),5,"13,265","1,905",245,13%,"610,394",0,0
2018-08,"Pacific Airways, Inc. (Domestic)","1,434","54,694","8,085","3,632",45%,"1,642,950","22,453","9,346"
2018-08,"Paklook Air, Inc d/b/a/ Airlift Alaska (Domestic)","2,636","104,780","14,028","3,838",27%,"2,571,800","111,757","131,527"
2018-08,Peninsula Airways Inc. (Domestic),741,"323,202","30,761","18,967",62%,"6,519,450","40,121","213,360"
2018-08,Piedmont Airlines (Domestic),"7,936","2,075,258","396,800","315,663",80%,"101,382,400","40,796","2,555"
2018-08,"PM Air, LLC (Domestic)",266,"18,620","2,660","2,157",81%,"585,200",0,0
2018-08,Polar Air Cargo Airways (Domestic),169,"446,765",0,0,-,"47,574,637","35,718,343",0
2018-08,PSA Airlines Inc. (Domestic),"23,891","9,130,844","1,564,682","1,202,169",77%,"425,948,930","119,744","15,558"
2018-08,"Reeve Air Alaska, LLC (Domestic)",18,"2,934",144,119,83%,"27,000",170,0
2018-08,Republic Airlines (Domestic),"26,787","15,914,099","1,983,765","1,567,443",79%,"593,952,150",0,0
2018-08,Rhoades Aviation dba Transair (Domestic),396,"52,938",0,0,-,"13,860,000","5,291,979",0
2018-08,Scott Air LLC dba Island Air Express (Domestic),844,"70,599","7,596","4,220",56%,"2,339,623","18,299","64,039"
2018-08,Seaborne Aviation (Domestic),804,"46,814","18,739","13,699",73%,"11,185,000",0,0
2018-08,Silver Airways (Domestic),"1,705","374,992","56,828","37,909",67%,"10,818,225",0,0
2018-08,Sky Lease Cargo (International),46,"111,405",0,0,-,"11,359,700","4,584,528",0
2018-08,SkyWest Airlines Inc. (Domestic),"70,358","33,601,183","4,406,819","3,517,562",80%,"1,033,682,200",0,0
2018-08,Smokey Bay Air Inc. (Domestic),"1,308","27,898","6,540","2,625",40%,"1,700,400","84,356","15,941"
2018-08,Southwest Airlines Co. (Domestic),"113,921","85,209,852","17,145,487","13,975,898",82%,"4,176,732,200","23,602,759",0
2018-08,Southwest Airlines Co. (Latin America),9,"5,226","1,351","1,255",93%,"329,000",0,0
2018-08,Spernak Airways Inc. (Domestic),554,"22,335","2,728",911,33%,"547,000","126,396","6,184"
2018-08,Spirit Air Lines (Domestic),"15,972","16,617,025","2,914,287","2,558,575",88%,"586,159,200",0,0
2018-08,Star Marianas Air Inc. (Domestic),"2,502","64,924","15,144","9,523",63%,"3,559,400","213,053",0
2018-08,Sun Air Express LLC dba Sun Air International (Domestic,"2,652","373,139","23,309","9,649",41%,"10,077,600",0,0
2018-08,Sun Country Airlines d/b/a MN Airlines (Domestic),"1,846","2,483,555","292,698","250,117",85%,"75,587,278","298,278","312,101"
2018-08,Tanana Air Service (Domestic),550,"21,800","3,621",847,23%,"695,950","11,926","159,836"
2018-07,ABC Aerolineas SA de CV dba Interjet (International),"1,787","2,424,033","268,881","213,784",80%,"54,609,542","247,179",0
2018-07,ABSA-Aerolinhas Brasileiras (International),100,"301,082",0,0,-,"11,880,000","9,849,693",0
2018-07,ABS JETS A.S (International),3,"5,811",42,22,52%,"12,320","4,840",0
2018-07,ABX Air Inc (Atlantic),410,"500,909",0,0,-,"74,539,620","27,262,854",0
2018-07,ABX Air Inc (Domestic),828,"851,415",0,0,-,"161,578,260","46,235,241",0
2018-07,ACM AIR CHARTER GmbH (International),8,"16,121",148,19,13%,"42,240",0,0
2018-07,Acropolis Aviation Ltd. (International),2,"7,817",38,25,66%,"52,800",0,0
2018-07,Aer Lingus Plc (International),903,"3,255,611","246,579","218,885",89%,"75,885,938","3,081,474",0
2018-07,Aerodynamics Inc. d/b/a SkyValue d/b/a SkyValue Airways,238,"69,191","11,900","7,924",67%,"3,040,450",0,0
2018-07,"Aeroenlaces Nacionales, S.A. de C.V. d/b/a VivaAerobus",206,"261,536","37,080","31,362",85%,"7,423,416",0,0
2018-07,Aeroflot Russian Airlines (International),308,"1,565,076","109,542","97,092",89%,"29,491,000","2,893,737",0
2018-07,Aerolineas Argentinas (International),186,"873,828","50,459","40,454",80%,"15,083,112","2,403,244",0
2018-07,Aerolitoral (International),"1,048","1,189,587","103,254","84,942",82%,"25,690,885","6,937",0
2018-07,AeroLogic GmbH (International),140,"597,884",0,0,-,"32,493,691","21,914,791",0
2018-07,Aeromexico (International),"2,164","3,651,819","353,004","312,777",89%,"90,797,347","1,595,761",0
2018-07,Aerotransportes Mas De Crga (International),66,"92,377",0,0,-,"8,247,360","5,840,952",0
2018-07,Aerounion Aerotransporte de Carga Union SA de CV (Inter,266,"398,633",0,0,-,"25,748,800","17,077,077",0
2018-07,Aerovias de Intergracian Regional (International),61,"91,866","10,614","9,899",93%,"2,434,225",0,0
2018-07,Aerovias Nacl De Colombia (International),988,"1,821,837","174,860","156,979",90%,"56,437,005","3,109,446",0
2018-07,Air Alsie A/S (International),20,"59,452",264,53,20%,"75,791",0,0
2018-07,Air Asia X Berhad dba Airasia X (International),34,"139,978","12,818","9,412",73%,"2,618,000",0,0
2018-07,Air Atlanta Icelandic (International),71,"266,313",0,0,-,"18,476,175","8,171,020",0
2018-07,Air Busan (International),44,"78,848","8,514","7,407",87%,"1,984,441",0,0
2018-07,Air Canada (International),"4,201","5,502,703","619,187","538,036",87%,"164,700,417","3,725,675",0
2018-07,Air Canada rouge LP (International),"1,549","2,237,515","297,304","254,691",86%,"80,287,223","2,086,789",0
2018-07,"Air Charter, Inc d/b/a Air Flamenco (Domestic)",356,"17,824","1,358",736,54%,"1,955,000","125,881","86,212"
2018-07,Air China (International),778,"4,627,207","193,082","150,653",78%,"87,866,049","43,256,512",0
2018-07,Air Company Yakutia (International),6,"11,748",756,368,49%,"73,673",0,0
2018-07,Air Europa (International),132,"528,558","39,282","32,814",84%,"18,001,214","841,239",0
2018-07,Air Excursions LLC (Domestic),408,"20,188","3,379","1,769",52%,"1,029,234","39,880","7,296"
2018-07,Air Georgian (International),"3,399","1,361,832","148,094","119,018",80%,"35,488,072",0,0
2018-07,Air Japan Co (International),62,"236,778","15,252","12,729",83%,"4,349,343","922,768",0
2018-07,Air New Zealand (International),392,"2,371,473","124,182","104,391",84%,"54,231,227","9,782,766",0
2018-07,Air Pacific Ltd. (International),116,"549,692","28,616","24,051",84%,"9,037,578","1,238,498",0
2018-07,Air Serbia (International),52,"234,572","11,960","11,058",92%,"3,068,820","855,008",0
2018-07,Air Sunshine Inc. (Domestic),310,"38,316","2,790","1,207",43%,"620,000",0,0
2018-07,Air Tahiti Nui (International),174,"807,030","51,504","45,268",88%,"13,780,800","1,984,494",0
2018-07,Air Transat (International),50,"59,710","9,458","8,511",90%,"2,270,400",0,0
2018-07,Air Transport International (Atlantic),44,"52,928",0,0,-,"7,128,000","4,120,019",0
2018-07,Air Transport International (Domestic),"1,052","1,434,253",0,0,-,"175,080,130","49,963,602",0
2018-07,Air Wisconsin Airlines Corp (Domestic),"8,600","3,187,369","430,000","354,091",82%,"107,246,880",0,0
2018-07,Alaska Airlines Inc. (Domestic),"24,918","32,249,030","3,880,597","3,287,156",85%,"1,022,467,467","15,848,010","4,773,417"
2018-07,Alaska Airlines Inc. (Latin America),"1,162","1,540,281","189,880","175,900",93%,"48,006,092","50,839","56,287"
2018-07,Alaska Central Express (Domestic),"1,303","411,278","2,048","1,045",51%,"7,206,980","1,321,026","1,375,991"
2018-07,Albinati aviation Limited (International),2,"8,080",26,10,38%,"5,214",0,0
2018-07,Alia-(The) Royal Jordanian (International),147,"880,747","37,895","33,025",87%,"13,057,000","910,545",0
2018-07,Allegiant Air (Domestic),"10,234","8,767,775","1,737,270","1,531,042",88%,"348,858,000",0,0
2018-07,All Nippon Airways Co. (International),868,"4,873,076","206,510","167,249",81%,"102,012,708","29,989,564",0
2018-07,Aloha Air Cargo (Domestic),591,"89,185",0,0,-,"20,685,000","4,327,051","1,707,643"
2018-07,American Airlines Inc. (Atlantic),"4,027","16,699,161","1,003,085","843,017",84%,"407,071,200","54,788,494","1,616,405"
2018-07,American Airlines Inc. (Domestic),"79,952","84,397,251","12,635,112","11,021,640",87%,"3,412,875,780","19,538,095","15,360,823"
2018-07,American Airlines Inc. (Latin America),"12,696","18,157,254","2,095,616","1,794,935",86%,"589,711,080","24,336,148","1,272,024"
2018-07,American Airlines Inc. (Pacific),926,"6,200,878","249,458","203,606",82%,"97,288,800","14,749,753","1,611,681"
2018-07,Amerijet International (Domestic),82,"85,690",0,0,-,"9,430,000","6,793,999",0
2018-07,Amerijet International (Latin America),270,"283,821",0,0,-,"31,050,000","20,083,009","79,129"
2018-07,Ameristar Air Cargo (Domestic),50,"40,414",420,107,25%,"1,109,369","110,349",0
2018-07,Ameristar Air Cargo (International),16,"12,157",120,80,67%,"354,016","51,326",0
2018-07,Antonov Company (International),5,"14,738",0,0,-,"1,320,000","674,573",0
2018-07,Arctic Transportation (Domestic),"1,396","120,844","2,219",322,15%,"5,186,300","842,228","842,445"
2018-07,Asiana Airlines Inc. (International),31,"185,845","15,275","13,776",90%,"3,174,327","416,372",0
2018-07,Asia Pacific (International),51,"118,064",0,0,-,"2,889,000","802,409","737,892"
2018-07,Atlas Air Inc. (Domestic),"1,589","1,877,129","4,613",178,4%,"424,793,167","131,166,042",0
2018-07,Atlas Air Inc. (International),957,"2,947,556","1,028",110,11%,"334,185,857","128,396,042",0
2018-07,Austrian Airlines (International),318,"1,523,472","78,336","66,128",84%,"42,360,066","3,121,004",0
2018-07,"Avior Airlines, C.A. (International)",64,"95,104","14,100","10,945",78%,"2,191,190",0,0
2018-07,Avjet Corporation (Domestic),100,"124,814","1,051",339,32%,"210,200",0,0
2018-07,Azerbaijan Airlines CJSC (International),18,"104,958","3,780","3,429",91%,"1,596,496","266,633",0
2018-07,Azul Linhas Aereas Brazileiras S A (International),274,"1,068,608","67,686","62,946",93%,"24,930,864","7,212,859",0
2018-07,Bahamasair Holding Limited (International),870,"186,386","87,550","67,876",78%,"21,853,634",0,0
2018-07,Beijing Capital Airlines (International),18,"34,452","4,438","3,931",89%,"1,498,504",0,0
2018-07,Bemidji Airlines (Domestic),49,"7,761",10,0,0%,"131,000","42,100",0
2018-07,Bering Air Inc. (Domestic),"2,617","234,110","22,943","8,535",37%,"8,907,650","273,826","628,135"
2018-07,Blue Jet SP Z o o (International),4,"19,160",56,14,25%,"21,678",0,0
2018-07,Boutique Air (Domestic),"2,794","640,158","22,352","15,117",68%,"4,520,800",0,0
2018-07,Bradley Air Services Ltd. (International),7,"6,768","1,092",250,23%,"218,401",0,0
2018-07,Britannia Airways Ltd. (International),88,"370,737","27,300","25,666",94%,"8,315,172","2,408",0
2018-07,British Airways Plc (International),"2,911","12,324,858","844,302","725,093",86%,"279,783,962","36,091,566",0
2018-07,Brussels Airlines N.V. (International),122,"460,874","33,447","27,899",83%,"11,653,972","1,379,566",0
2018-07,Cape Air (Domestic),"10,074","1,023,232","89,046","53,833",60%,"18,165,600",0,"84,267"
2018-07,Cargojet Airways Ltd. (International),243,"262,380",0,0,-,"21,479,940","8,550,134",0
2018-07,Cargologicair Limited (International),57,"198,822",0,0,-,"14,659,866","8,381,659",0
2018-07,Cargolux Airlines International S.A (International),301,"1,598,578",0,0,-,"73,282,000","48,533,243",0
2018-07,Cargolux Italia SpA (International),26,"139,640",0,0,-,"6,292,000","5,053,470",0
2018-07,Caribbean Airlines Limited (International),687,"1,146,863","103,050","80,055",78%,"34,349,585","390,883",0
2018-07,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airli",164,"114,117","25,420",0,0%,"5,740,000",0,0
2018-07,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airli",252,"225,574","39,060","19,631",50%,"8,820,000",0,0
2018-07,CAT Aviation (International),5,"22,564",65,22,34%,"13,015",0,0
2018-07,Cathay Pacific Airways Ltd. (International),"1,496","8,202,773","233,775","205,913",88%,"266,684,832","168,430,514",0
2018-07,Cavok Air LLC (International),3,"6,403",0,0,-,"132,000","17,782",0
2018-07,Cayman Airways Limited (International),236,"174,381","31,472","20,471",65%,"10,225,438","46,143",0
2018-07,CFM Inc d/b/a Contour Airlines (Domestic),677,"264,520","12,446","7,426",60%,"3,390,707","1,507",0
2018-07,Chartright Air Inc. (International),126,"78,923",793,370,47%,"232,588",0,0
2018-07,China Airlines Ltd. (International),"1,039","4,901,179","91,882","74,896",82%,"172,260,689","116,281,146",0
2018-07,China Cargo Airline (International),171,"772,395",0,0,-,"40,194,000","34,729,741",0
2018-07,China Eastern Airlines (International),486,"3,068,598","146,832","122,413",83%,"61,408,160","6,910,774",0
2018-07,China Southern Airlines (International),470,"3,398,254","101,946","87,624",86%,"80,787,890","35,233,426",0
2018-07,City Wings Inc dba Seaflight (Domestic),274,"12,330","2,466","2,023",82%,"679,520",0,0
2018-07,Comlux Aruba NV (International),6,"35,432",528,83,16%,"224,400",0,0
2018-07,"Commutair Aka Champlain Enterprises, Inc. (Domestic)","4,166","1,295,547","208,300","173,706",83%,"53,220,650",0,0
2018-07,Compagnia Aerea Italiana (International),495,"2,310,034","135,425","122,600",91%,"64,240,003","5,614,202",0
2018-06,40-Mile Air (Domestic),71,"6,274",284,81,29%,"76,700","10,303","3,071"
2018-06,ABC Aerolineas SA de CV dba Interjet (International),"1,595","2,174,149","236,304","175,998",74%,"48,080,003","304,058",0
2018-06,ABSA-Aerolinhas Brasileiras (International),102,"281,084",0,0,-,"12,117,600","10,440,003",0
2018-06,ABS JETS A.S (International),4,"10,988",60,16,27%,"14,722","7,040",0
2018-06,ABX Air Inc (Atlantic),446,"538,613",0,0,-,"64,781,600","31,013,142",0
2018-06,ABX Air Inc (Domestic),831,"847,461",0,0,-,"99,652,800","46,578,042",0
2018-06,ACM AIR CHARTER GmbH (International),5,"8,547",70,15,21%,"17,600",0,0
2018-06,Acropolis Aviation Ltd. (International),2,"8,823",38,10,26%,"52,800",0,0
2018-06,Aer Lingus Plc (International),874,"3,149,938","238,438","223,902",94%,"73,560,259","4,258,284",0
2018-06,Aerodynamics Inc. d/b/a SkyValue d/b/a SkyValue Airways,213,"64,647","10,650","6,714",63%,"2,366,889",0,0
2018-06,"Aeroenlaces Nacionales, S.A. de C.V. d/b/a VivaAerobus",202,"257,685","36,360","30,066",83%,"7,272,066",0,0
2018-06,Aeroflot Russian Airlines (International),322,"1,627,496","113,172","95,896",85%,"30,256,160","2,553,914",0
2018-06,Aerolineas Argentinas (International),178,"836,828","48,294","37,346",77%,"14,434,376","2,114,592",0
2018-06,Aerolitoral (International),985,"1,134,421","97,007","69,472",72%,"24,086,855","7,621",0
2018-06,AeroLogic GmbH (International),140,"590,762",0,0,-,"32,493,692","22,251,430",0
2018-06,Aeromexico (International),"2,082","3,515,471","340,232","273,464",80%,"86,686,614","1,781,122",0
2018-06,Aerotransportes Mas De Crga (International),64,"87,684",0,0,-,"8,034,400","5,967,564",0
2018-06,Aerounion Aerotransporte de Carga Union SA de CV (Inter,264,"394,921",0,0,-,"25,555,200","17,176,504",0
2018-06,Aerovias de Intergracian Regional (International),59,"88,854","10,242","8,645",84%,"2,466,200",0,0
2018-06,Aerovias Nacl De Colombia (International),952,"1,759,512","166,902","143,640",86%,"55,122,983","3,017,279",0
2018-06,Air Alsie A/S (International),14,"64,814",188,28,15%,"37,640",0,0
2018-06,Air Asia X Berhad dba Airasia X (International),36,"148,212","13,572","11,827",87%,"2,772,000",0,0
2018-06,Air Atlanta Icelandic (International),82,"343,456",0,0,-,"21,524,773","9,553,280",0
2018-06,AirBridgeCargo Airlines Limited (International),311,"1,115,122",0,0,-,"91,837,083","34,644,708",0
2018-06,Air Busan (International),42,"75,264","8,124","7,125",88%,"1,882,250",0,0
2018-06,Air Canada (International),"3,874","5,053,221","566,500","480,513",85%,"149,531,505","3,408,315",0
2018-06,Air Canada rouge LP (International),"1,398","2,047,246","262,780","215,081",82%,"72,122,692","2,203,813",0
2018-06,"Air Charter, Inc d/b/a Air Flamenco (Domestic)",304,"15,699",999,531,53%,"1,079,137","177,336","66,869"
2018-06,Air China (International),738,"4,383,595","182,372","140,988",77%,"81,527,066","42,558,413",0
2018-06,Air Europa (International),128,"512,532","38,092","31,162",82%,"17,552,200","931,385",0
2018-06,Air Excursions LLC (Domestic),340,"15,416","2,566","1,291",50%,"757,654","41,950","18,990"
2018-06,Air Georgian (International),"3,315","1,324,008","143,894","116,772",81%,"34,466,450",0,0
2018-06,Air Japan Co (International),60,"229,140","14,754","13,337",90%,"4,218,029","867,696",0
2018-06,Air New Zealand (International),364,"2,211,306","117,978","92,928",79%,"48,795,507","9,434,770",0
2018-06,Air Pacific Ltd. (International),109,"518,560","27,004","21,188",78%,"8,534,592","870,909",0
2018-06,Air Serbia (International),44,"198,484","13,080","9,415",72%,"2,560,206","675,323",0
2018-06,Air Sunshine Inc. (Domestic),240,"27,240","2,160","1,019",47%,"400,000",0,0
2018-06,Air Tahiti Nui (International),146,"676,620","43,216","35,960",83%,"11,563,200","2,154,760",0
2018-06,Air Transat (International),45,"57,018","8,440","6,835",81%,"2,015,200",0,0
2018-06,Air Transport International (Atlantic),38,"39,532",0,0,-,"7,903,260","3,204,474",0
2018-06,Air Transport International (Domestic),"1,019","1,396,696",0,0,-,"165,163,090","46,446,507",0
2018-06,Air Wisconsin Airlines Corp (Domestic),"8,316","3,046,999","415,800","339,747",82%,"200,415,600",0,0
2018-06,Alaska Airlines Inc. (Domestic),"23,750","30,890,160","3,702,608","3,155,077",85%,"974,488,778","15,201,635","4,420,738"
