Year - Month,Carrier,Departures,Miles,Seats,Passengers,Seat Utilization,Payload (lbs),Freight (lbs),Mail (lbs)
2014-03,Air Georgian (International),763,"187,369","13,662","6,381",47%,"2,724,591",0,0
2014-03,Air Japan Co (International),62,"236,778","13,268","11,481",87%,"4,185,570","660,955",0
2014-03,Air New Zealand (International),286,"1,718,324","92,069","75,938",82%,"39,786,834","8,050,805",0
2014-03,Air Pacific Ltd. (International),74,"327,900","16,418","12,835",78%,"5,544,000","641,628",0
2014-03,Air Sunshine Inc. (Domestic),186,"12,586","1,674",487,29%,"288,000",0,0
2014-03,Air Tahiti Nui (International),104,"468,405","30,576","25,086",82%,"8,236,800","1,608,853",0
2014-03,AirTran Airways Corporation (Domestic),"9,179","6,422,304","1,097,563","881,847",80%,"240,694,500","861,531",0
2014-03,AirTran Airways Corporation (Latin America),"1,604","2,155,976","219,748","184,391",84%,"55,338,000",0,0
2014-03,Air Transat (International),27,"35,406","5,523","4,390",79%,"1,403,600",0,0
2014-03,Air Transport International (Atlantic),36,"77,396",0,0,-,"3,870,000","2,266,916",0
2014-03,Air Transport International (Domestic),296,"190,342",0,0,-,"28,342,040","7,078,183",0
2014-03,Air Wisconsin Airlines Corp (Domestic),"13,557","4,799,136","677,850","523,082",77%,"320,938,934","162,784",963
2014-03,Alaska Airlines Inc. (Domestic),"13,265","16,005,509","1,951,051","1,646,712",84%,"527,854,837","10,222,603","2,722,652"
2014-03,Alaska Airlines Inc. (Latin America),"1,071","1,411,108","171,739","151,085",88%,"44,220,086","152,964","99,018"
2014-03,Alaska Central Express (Domestic),859,"248,414",608,348,57%,"4,769,784","802,308","1,222,028"
2014-03,Albinati Aeronautics SA (International),9,"29,739",104,41,39%,"48,453",0,0
2014-03,Alia-(The) Royal Jordanian (International),86,"516,106","20,718","14,713",71%,"6,516,840","745,181",0
2014-03,Allegiant Air (Domestic),"5,575","5,582,024","945,680","861,275",91%,"271,583,200",0,0
2014-03,All Nippon Airways Co. (International),683,"3,886,541","153,936","117,383",76%,"67,874,433","25,925,318",0
2014-03,Aloha Air Cargo (Domestic),900,"124,310",0,0,-,"21,420,000","6,608,310","2,411,654"
2014-03,American Airlines Inc. (Atlantic),"1,863","7,769,439","433,535","325,401",75%,"171,694,600","33,432,965","1,953,346"
2014-03,American Airlines Inc. (Domestic),"46,459","50,285,966","6,958,743","5,873,102",84%,"1,921,126,400","20,373,686","1,104,832"
2014-03,American Airlines Inc. (Latin America),"10,415","16,756,322","1,768,178","1,297,499",73%,"533,296,200","22,188,924","1,558,993"
2014-03,American Airlines Inc. (Pacific),461,"2,971,231","113,005","91,422",81%,"48,450,100","10,444,986","836,550"
2014-03,Amerijet International (Latin America),353,"385,409",0,0,-,"26,398,581","17,356,577","76,303"
2014-03,Ameristar Air Cargo (Domestic),127,"87,660","7,296","2,654",36%,"3,265,341","403,457",0
2014-03,Ameristar Air Cargo (International),29,"19,097",0,0,-,"604,041","119,419",0
2014-03,Antonov Company (International),9,"25,415",0,0,-,"2,376,000","650,349",0
2014-03,Arctic Transportation (Domestic),"1,031","75,883",365,35,10%,"3,547,075","582,657","833,426"
2014-03,Arik Air International (International),26,"136,500","6,162","3,996",65%,"2,671,240","84,392",0
2014-03,Asiana Airlines Inc. (International),"1,128","4,235,234","156,252","117,888",75%,"130,909,176","37,263,772",0
2014-03,Asia Pacific (International),58,"111,551",0,0,-,"2,697,000","970,973","356,215"
2014-03,Atlas Air Inc. (Domestic),481,"691,956","3,658",613,17%,"106,762,286","49,023,018",0
2014-03,Atlas Air Inc. (International),494,"1,928,738","6,604","3,170",48%,"125,159,289","80,829,112",0
2014-03,Austrian Airlines (International),160,"711,898","33,920","27,711",82%,"11,264,000","2,653,023",0
2014-03,"Avior Airlines, C.A. (International)",54,"80,244","7,776","3,827",49%,"766,165",0,0
2014-03,Avjet Corporation (Domestic),182,"144,569","1,987",519,26%,"448,000",0,0
2014-03,Bahamasair Holding Limited (International),656,"125,372","62,900","36,868",59%,"15,474,044",0,0
2014-03,Bering Air Inc. (Domestic),"2,724","230,238","24,650","10,051",41%,"7,883,600","168,347","637,900"
2014-03,Bertelsmann Aviation GmbH (International),8,"12,957",80,22,28%,"47,928",0,0
2014-03,Boutique Air (Domestic),16,"3,744",128,88,69%,"25,600",0,0
2014-03,Britannia Airways Ltd. (International),3,"12,796",832,802,96%,"275,220","9,020",0
2014-03,British Airways Plc (International),"2,623","10,822,522","704,600","534,476",76%,"237,419,659","44,500,612",0
2014-03,Brussels Airlines N.V. (International),100,"375,250","27,606","17,988",65%,"9,624,368","1,872,798",0
2014-03,C.A.L Cargo Airlines (International),24,"112,692",0,0,-,"6,230,400","2,201,508",0
2014-03,Canjet Airlines (International),152,"203,678","28,728","24,724",86%,"7,265,514",0,0
2014-03,Cape Air (Domestic),"10,663","1,065,573","104,557","63,365",61%,"21,592,818",0,"51,553"
2014-03,Cargojet Airways Ltd. (International),84,"62,538",0,0,-,"5,146,840","1,673,177",0
2014-03,Cargolux Airlines International S.A (International),242,"1,192,772",0,0,-,"58,564,000","40,326,957",0
2014-03,Cargolux Italia SpA (International),26,"114,129",0,0,-,"6,292,000","2,858,687",0
2014-03,Caribbean Airlines Limited (International),716,"1,153,699","112,743","75,100",67%,"39,943,565","460,297",0
2014-03,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airli",429,"180,654","66,495","39,170",59%,"15,015,000",0,0
2014-03,CAT Aviation (International),5,"21,358",65,12,18%,"13,015",0,0
2014-03,Cathay Pacific Airways Ltd. (International),"1,267","6,750,581","179,609","151,775",85%,"236,910,861","125,765,250",0
2014-03,Cayman Airways Limited (International),246,"187,350","29,684","18,627",63%,"7,202,015","36,285",0
2014-03,Centurion Cargo Inc. (Latin America),106,"200,012",0,0,-,"21,624,000","14,163,089",0
2014-03,Chartright Air Inc. (International),40,"37,722",340,131,39%,"108,585",0,0
2014-03,Chautauqua Airlines Inc. (Domestic),"10,422","4,049,486","506,832","406,087",80%,"120,337,262",0,0
2014-03,China Airlines Ltd. (International),979,"4,597,739","117,157","94,268",80%,"208,786,792","105,749,055",0
2014-03,China Cargo Airline (International),254,"1,158,646",0,0,-,"57,662,000","47,128,315",0
2014-03,China Eastern Airlines (International),242,"1,473,150","69,312","55,087",79%,"26,466,000","3,255,585",0
2014-03,China Southern Airlines (International),118,"811,482","30,380","24,840",82%,"21,605,620","11,951,611",0
2014-03,City Wings Inc dba Seaflight (Domestic),230,"10,350","2,070","1,680",81%,"343,800",0,0
2014-03,"Comlux Malta, Ltd. (International)",3,"13,590",140,20,14%,"23,980",0,0
2014-03,"Commutair Aka Champlain Enterprises, Inc. (Domestic)","3,646","699,647","147,577","110,072",75%,"41,981,280",0,0
2014-03,Compagnia Aerea Italiana (International),268,"1,171,330","69,415","56,732",82%,"32,849,990","3,853,566",0
2014-03,Compagnie Natl Air France (International),"1,002","4,048,331","286,550","247,225",86%,"106,354,507","31,946,152",0
2014-03,Compania Panamena (Copa) (International),"1,471","2,725,756","215,061","163,239",76%,"56,076,683","1,421,463",0
2014-03,Compass Airlines (Domestic),"5,736","4,193,676","429,801","353,680",82%,"113,065,668",666,0
2014-03,Concesionaria Vuela Compania De Aviacion SA de CV (Vola,984,"1,431,615","160,194","122,702",77%,"110,798,203",0,0
2014-03,Condor Flugdienst (International),28,"146,262","7,366","6,641",90%,"2,418,269","207,429",0
2014-03,Dassault Falcon Service (International),5,"18,754",38,17,45%,"17,931",0,0
2014-03,Delta Air Lines Inc. (Atlantic),"2,929","12,744,588","716,838","585,149",82%,"257,615,358","40,307,879","1,936,301"
2014-03,Delta Air Lines Inc. (Domestic),"67,695","59,758,550","10,739,379","9,300,450",87%,"2,747,764,202","23,633,901","15,027,087"
2014-02,40-Mile Air (Domestic),69,"7,080",261,40,15%,"71,850","7,474","1,082"
2014-02,ABC Aerolineas SA de CV dba Interjet (International),352,"425,996","52,800","31,984",61%,"6,403,196",0,0
2014-02,ABSA-Aerolinhas Brasileiras (International),36,"102,750",0,0,-,"4,514,400","4,279,990",0
2014-02,ABX Air Inc (Atlantic),544,"699,270",0,0,-,"52,459,228","29,550,424",0
2014-02,ABX Air Inc (Domestic),951,"777,075",0,0,-,"85,091,460","36,560,624",0
2014-02,ACM AIR CHARTER GmbH (International),1,"5,719",14,4,29%,"3,520",0,0
2014-02,Acropolis Aviation Ltd. (International),1,"3,443",19,0,0%,"26,400",0,0
2014-02,Aer Lingus Plc (International),256,"838,764","71,732","46,444",65%,"23,531,586","3,373,182",0
2014-02,"Aeroenlaces Nacionales, S.A. de C.V. d/b/a VivaAerobus",32,"13,152","4,736","3,267",69%,"948,148",0,0
2014-02,Aeroflot Russian Airlines (International),200,"1,029,120","56,084","38,838",69%,"14,404,500","1,163,673",0
2014-02,Aerolineas Argentinas (International),168,"789,264","46,024","37,234",81%,"13,695,671","2,015,085",0
2014-02,Aerolitoral (International),547,"369,125","45,431","32,285",71%,"12,689,996","11,309",0
2014-02,AeroLogic GmbH (International),53,"219,775",0,0,-,"12,295,470","9,467,001",0
2014-02,Aerounion Aerotransporte de Carga Union SA de CV (Inter,92,"131,493",0,0,-,"8,905,600","6,301,276",0
2014-02,Aerovias de Intergracian Regional (International),56,"84,336","13,148","8,223",63%,"5,431,800","1,495,599",0
2014-02,Aerovias Nacl De Colombia (International),704,"1,198,111","105,068","81,688",78%,"36,002,492","1,987,253",0
2014-02,Air Alsie A/S (International),9,"20,567",62,13,21%,"46,669",0,0
2014-02,Air Atlanta Icelandic (International),2,"10,485",0,0,-,"488,308","22,000",0
2014-02,Air Berlin PLC and CO (International),220,"978,036","64,784","46,832",72%,"22,246,625","4,630,615",0
2014-02,AirBridgeCargo Airlines Limited (International),26,"115,610",0,0,-,"7,537,050","5,415,375",0
2014-02,Air Canada (International),"3,765","5,296,556","504,071","426,275",85%,"137,200,725","1,934,307",0
2014-02,Air Canada rouge LP (International),468,"579,900","73,878","69,102",94%,"21,015,908","51,953",0
2014-02,"Air Charter, Inc d/b/a Air Flamenco (Domestic)","1,025","32,340","7,794","4,334",56%,"1,675,910","33,828","89,447"
2014-02,Air China (International),328,"1,986,284","89,464","73,756",82%,"31,109,436","13,029,322",0
2014-02,Air Excursions LLC (Domestic),74,"6,655",543,212,39%,"178,000","7,160","8,096"
2014-02,Air Georgian (International),647,"160,834","11,610","5,375",46%,"2,310,657",0,0
2014-02,Air Japan Co (International),56,"213,864","11,984","10,891",91%,"3,780,516","393,175",0
2014-02,Air New Zealand (International),270,"1,632,608","87,034","71,453",82%,"37,537,961","7,209,053",0
2014-02,Air Pacific Ltd. (International),70,"310,540","15,684","12,495",80%,"5,314,320","462,484",0
2014-02,Air Sunshine Inc. (Domestic),300,"27,010","2,700",992,37%,"600,000",0,0
2014-02,Air Tahiti Nui (International),85,"374,850","24,990","19,560",78%,"6,732,000","1,282,347",0
2014-02,AirTran Airways Corporation (Domestic),"7,641","5,316,190","912,637","687,074",75%,"199,879,000","782,983",0
2014-02,AirTran Airways Corporation (Latin America),"1,293","1,734,832","177,141","136,278",77%,"44,608,500",0,0
2014-02,Air Transat (International),18,"23,532","4,254","3,305",78%,"1,144,000",0,0
2014-02,Air Transport International (Atlantic),43,"111,196",0,0,-,"4,747,420","3,083,891",0
2014-02,Air Transport International (Domestic),271,"177,127",0,0,-,"25,834,042","5,922,906",0
2014-02,Air Wisconsin Airlines Corp (Domestic),"11,126","3,877,208","556,300","408,775",73%,"263,714,486","130,752",618
2014-02,Alaska Airlines Inc. (Domestic),"11,556","13,578,782","1,696,636","1,374,334",81%,"459,691,970","8,090,564","2,597,795"
2014-02,Alaska Airlines Inc. (Latin America),934,"1,251,847","152,896","130,682",85%,"39,713,960","142,693","87,290"
2014-02,Alaska Central Express (Domestic),808,"237,431",652,352,54%,"4,491,184","990,425","1,107,230"
2014-02,Albinati Aeronautics SA (International),3,"11,508",33,3,9%,"1,293",0,0
2014-02,Alia-(The) Royal Jordanian (International),78,"474,912","19,152","12,301",64%,"5,775,000","530,354",0
2014-02,Allegiant Air (Domestic),"4,116","4,056,851","696,695","617,044",89%,"197,562,200",0,0
2014-02,All Nippon Airways Co. (International),614,"3,499,238","138,480","96,322",70%,"61,059,898","21,531,607",0
2014-02,Aloha Air Cargo (Domestic),806,"110,114",0,0,-,"19,502,000","5,832,126","2,102,096"
2014-02,American Airlines Inc. (Atlantic),"1,530","6,379,236","353,463","235,712",67%,"139,634,300","27,566,649","1,760,512"
2014-02,American Airlines Inc. (Domestic),"40,064","43,213,828","6,015,126","4,935,384",82%,"1,661,966,200","17,552,605","1,039,339"
2014-02,American Airlines Inc. (Latin America),"9,281","15,399,195","1,586,964","1,160,670",73%,"481,338,100","18,159,809","1,184,148"
2014-02,American Airlines Inc. (Pacific),400,"2,574,494","98,043","78,142",80%,"42,043,700","8,082,688","550,044"
2014-02,Amerijet International (Latin America),322,"337,873",0,0,-,"23,872,000","15,143,264","76,229"
2014-02,Ameristar Air Cargo (Domestic),85,"61,638","6,080","1,064",18%,"2,307,290","142,730",0
2014-02,Ameristar Air Cargo (International),18,"13,484",304,56,18%,"407,222","60,208",0
2014-02,Antonov Company (International),3,"5,233",0,0,-,"792,000","533,076",0
2014-02,Arctic Transportation (Domestic),946,"66,644",494,133,27%,"3,539,850","584,600","798,069"
2014-02,Arik Air International (International),24,"126,000","5,688","2,858",50%,"2,671,240","74,334",0
2014-02,Asiana Airlines Inc. (International),908,"3,570,582","141,314","110,690",78%,"81,087,230","35,391,106",0
2014-02,Asia Pacific (International),48,"98,260",0,0,-,"2,232,000","923,569","221,178"
2014-02,Atlas Air Inc. (Domestic),389,"524,766","3,758",466,12%,"88,309,289","32,335,068",0
2014-02,Atlas Air Inc. (International),412,"1,539,576","13,442","2,907",22%,"106,368,930","64,130,876",0
2014-02,Austrian Airlines (International),114,"506,516","24,168","18,913",78%,"8,025,600","1,890,524",0
2014-02,Avia Leasing Company (International),5,"10,348",0,0,-,"220,000","63,796",0
2014-02,"Avior Airlines, C.A. (International)",48,"71,328","6,912","5,639",82%,"1,128,928",0,0
2014-02,Avjet Corporation (Domestic),204,"178,277","2,037",560,27%,"480,200",0,0
2014-02,Bahamasair Holding Limited (International),525,"98,844","49,630","27,561",56%,"12,181,331",0,0
2014-02,Bering Air Inc. (Domestic),"2,263","192,373","20,101","8,488",42%,"6,612,900","162,519","631,431"
2014-02,Boutique Air (Domestic),10,"2,340",80,58,73%,"16,000",0,0
2014-02,British Airways Plc (International),"2,235","9,221,803","590,433","412,356",70%,"199,678,541","39,791,196",0
2014-02,Brussels Airlines N.V. (International),72,"268,974","19,986","9,410",47%,"6,892,672","1,397,485",0
2014-02,C.A.L Cargo Airlines (International),18,"82,554",0,0,-,"4,672,800","2,014,854",0
2014-02,Canjet Airlines (International),110,"140,920","20,790","18,642",90%,"5,257,934",0,0
2014-02,Cape Air (Domestic),"8,961","915,517","90,686","52,182",58%,"18,826,956",0,"47,494"
2014-02,Cargojet Airways Ltd. (International),79,"57,937",0,0,-,"4,840,476","1,490,495",0
2014-02,Cargolux Italia SpA (International),20,"87,860",0,0,-,"4,840,000","2,806,436",0
2014-02,Caribbean Airlines Limited (International),599,"954,427","94,658","62,661",66%,"33,981,635","318,316",0
2014-02,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airli",386,"154,411","59,830","30,840",52%,"13,510,000",0,0
2014-02,CAT Aviation (International),6,"26,198",82,21,26%,"16,418",0,0
2014-02,Cathay Pacific Airways Ltd. (International),868,"5,032,554","162,746","132,732",82%,"139,529,874","68,365,462",0
2014-02,Cayman Airways Limited (International),209,"154,793","25,216","14,745",58%,"6,305,697","44,840",0
2014-02,Centurion Cargo Inc. (Latin America),82,"162,586",0,0,-,"16,728,000","10,409,522",0
2014-02,Chartright Air Inc. (International),72,"66,079",583,319,55%,"161,219",0,0
2014-02,Chautauqua Airlines Inc. (Domestic),"9,320","3,162,154","451,210","341,389",76%,"107,702,745",0,0
2014-02,China Airlines Ltd. (International),673,"3,188,864","102,088","82,517",81%,"136,352,344","62,166,674",0
2014-02,China Cargo Airline (International),148,"668,980",0,0,-,"33,132,000","29,194,552",0
2014-02,China Eastern Airlines (International),230,"1,387,476","65,484","53,886",82%,"24,967,360","2,226,830",0
2014-02,China Southern Airlines (International),86,"599,486","27,440","23,794",87%,"14,481,896","5,248,615",0
2014-02,City Wings Inc dba Seaflight (Domestic),214,"9,630","1,926","1,242",64%,"316,720",0,0
2014-02,"Comlux Malta, Ltd. (International)",2,"7,976",28,6,21%,"6,600",0,0
2014-02,"Commutair Aka Champlain Enterprises, Inc. (Domestic)","3,003","588,659","120,874","83,764",69%,"34,415,160",0,0
2014-02,Compagnia Aerea Italiana (International),194,"861,748","48,838","35,805",73%,"23,929,992","3,093,930",0
2014-02,Compagnie Natl Air France (International),823,"3,347,816","229,142","183,580",80%,"85,726,292","25,524,550",0
2014-02,Compania Panamena (Copa) (International),"1,324","2,452,160","192,336","150,581",78%,"50,434,064","1,172,371",0
2014-02,Compass Airlines (Domestic),"4,685","3,449,731","352,130","277,565",79%,"92,551,428",378,0
2014-02,Concesionaria Vuela Compania De Aviacion SA de CV (Vola,851,"1,234,298","137,736","106,126",77%,"94,950,608",0,0
2014-02,Condor Flugdienst (International),24,"125,944","6,376","5,435",85%,"1,866,444","127,224",0
2014-02,DCA (International),6,"13,350",96,12,13%,"43,188",0,0
2014-02,Delta Air Lines Inc. (Atlantic),"2,466","10,751,479","597,933","425,297",71%,"214,856,812","34,406,043","1,799,212"
2014-02,Delta Air Lines Inc. (Domestic),"52,034","46,071,655","8,289,786","6,871,394",83%,"2,190,673,510","19,840,928","12,808,309"
2014-02,Delta Air Lines Inc. (Latin America),"5,072","8,872,558","805,886","660,392",82%,"217,854,891","5,906,492","545,544"
2014-02,Delta Air Lines Inc. (Pacific),"1,516","6,647,058","377,558","318,720",84%,"121,030,060","12,303,647","1,318,418"
2014-02,DHL Aero Expresso (International),63,"69,273",0,0,-,"4,568,647","2,987,348",0
2014-01,40-Mile Air (Domestic),65,"6,424",260,52,20%,"71,500","9,613",788
2014-01,ABC Aerolineas SA de CV dba Interjet (International),496,"591,170","74,400","54,732",74%,"10,957,347",0,0
2014-01,ABSA-Aerolinhas Brasileiras (International),48,"133,270",0,0,-,"6,019,200","5,666,603",0
2014-01,ABX Air Inc (Atlantic),592,"754,302",0,0,-,"59,096,688","31,334,304",0
2014-01,ABX Air Inc (Domestic),"1,012","837,369",0,0,-,"94,902,056","40,902,768",0
2014-01,ACM AIR CHARTER GmbH (International),10,"19,918",104,16,15%,"25,300",0,0
2014-01,Acropolis Aviation Ltd. (International),3,"8,824",57,9,16%,"79,200",0,0
2014-01,Aer Lingus Plc (International),264,"874,848","81,728","58,766",72%,"27,049,404","3,106,087",0
2014-01,"Aeroenlaces Nacionales, S.A. de C.V. d/b/a VivaAerobus",36,"14,796","5,328","3,595",67%,"1,066,666",0,0
2014-01,Aeroflot Russian Airlines (International),222,"1,142,710","60,652","50,257",83%,"15,891,700","857,527",0
2014-01,Aerolineas Argentinas (International),186,"873,828","50,200","39,802",79%,"15,225,650","2,468,649",0
2014-01,Aerolitoral (International),735,"507,605","62,867","53,351",85%,"17,668,730","17,872",0
2014-01,AeroLogic GmbH (International),54,"218,593",0,0,-,"12,527,460","8,357,590",0
2014-01,Aeromexico (International),"2,155","3,347,561","309,103","250,433",81%,"71,679,005","903,984",0
2014-01,Aerotransportes Mas De Crga (International),99,"144,397",0,0,-,"12,305,700","9,155,729",0
2014-01,Aerounion Aerotransporte de Carga Union SA de CV (Inter,94,"134,580",0,0,-,"9,099,200","6,331,906",0
2014-01,Aerovias de Intergracian Regional (International),60,"89,941","14,246","11,499",81%,"5,940,000","1,553,321",0
2014-01,Aerovias Nacl De Colombia (International),833,"1,399,037","127,850","110,977",87%,"43,569,905","2,077,230",0
2014-01,Air Alsie A/S (International),2,"6,895",10,2,20%,"1,888",0,0
2014-01,Air Atlanta Icelandic (International),3,"5,936",0,0,-,"351,258",0,0
2014-01,Air Berlin PLC and CO (International),246,"1,090,534","72,530","52,286",72%,"24,789,317","4,357,745",0
2014-01,AirBridgeCargo Airlines Limited (International),30,"136,335",0,0,-,"7,725,788","5,375,123",0
2014-01,Air Canada (International),"4,096","5,747,200","539,904","428,410",79%,"147,876,101","1,690,295",0
2014-01,Air Canada rouge LP (International),433,"538,322","70,270","60,294",86%,"19,649,675","13,557",0
2014-01,"Air Charter, Inc d/b/a Air Flamenco (Domestic)","1,231","42,032","8,964","5,162",58%,"1,973,962","33,930","147,232"
2014-01,Air China (International),385,"2,311,031","99,044","87,626",88%,"41,127,053","19,488,378",0
2014-01,Air Europa (International),14,"46,171","4,186","3,605",86%,"1,840,550","421,506",0
2014-01,Air Excursions LLC (Domestic),63,"5,758",478,187,39%,"159,000","7,128","7,785"
2014-01,Air Georgian (International),704,"176,401","12,636","6,012",48%,"2,523,602",0,0
2014-01,Air Japan Co (International),62,"236,778","13,268","11,757",89%,"4,185,570","532,594",0
2014-01,Air New Zealand (International),318,"1,921,656","102,952","89,347",87%,"43,960,903","6,540,459",0
2014-01,Air Pacific Ltd. (International),98,"450,826","22,690","18,661",82%,"7,813,520","395,906",0
2014-01,Air Sunshine Inc. (Domestic),144,"9,730","1,296",441,34%,"288,000",0,0
2014-01,Air Tahiti Nui (International),114,"510,930","33,516","27,683",83%,"9,028,800","1,296,583",0
2014-01,AirTran Airways Corporation (Domestic),"8,848","6,056,646","1,057,636","778,838",74%,"231,849,500","823,688",0
2014-01,AirTran Airways Corporation (Latin America),"1,388","1,833,681","190,156","142,698",75%,"47,886,000",0,0
2014-01,Air Transat (International),8,"9,968","1,992","1,475",74%,"598,400",0,0
2014-01,Air Transport International (Atlantic),12,"41,922",0,0,-,"1,336,020","655,444",0
2014-01,Air Transport International (Domestic),293,"178,464",0,0,-,"27,816,142","6,236,884",0
2014-01,Air Wisconsin Airlines Corp (Domestic),"11,992","4,126,450","599,600","434,385",72%,"284,333,068","113,125","1,972"
2014-01,Alaska Airlines Inc. (Domestic),"12,625","14,991,921","1,845,857","1,438,493",78%,"500,791,744","8,399,721","2,753,817"
2014-01,Alaska Airlines Inc. (Latin America),"1,034","1,384,615","167,800","145,171",87%,"43,519,472","103,995","64,470"
2014-01,Alaska Central Express (Domestic),891,"274,303","1,064",499,47%,"4,958,920","1,060,622","1,168,570"
2014-01,Albinati Aeronautics SA (International),10,"30,862",120,42,35%,"33,220",0,0
2014-01,Alia-(The) Royal Jordanian (International),102,"612,396","25,236","16,764",66%,"7,974,120","581,162",0
2014-01,Allegiant Air (Domestic),"4,160","4,068,140","701,734","598,351",85%,"190,881,200",0,0
2014-01,All Nippon Airways Co. (International),681,"3,877,534","154,266","126,181",82%,"67,963,584","23,389,038",0
2014-01,Aloha Air Cargo (Domestic),905,"123,500",0,0,-,"21,728,000","6,533,515","2,409,619"
2014-01,American Airlines Inc. (Atlantic),"1,694","7,084,735","392,707","298,593",76%,"155,462,400","25,519,392","2,010,517"
2014-01,American Airlines Inc. (Domestic),"44,902","48,160,212","6,746,192","5,342,710",79%,"1,859,127,000","18,381,921","958,476"
2014-01,American Airlines Inc. (Latin America),"10,492","17,333,489","1,792,058","1,401,871",78%,"543,125,900","18,209,282","1,317,087"
2014-01,American Airlines Inc. (Pacific),456,"2,936,955","111,717","95,729",86%,"47,926,200","8,653,886","636,980"
2014-01,Amerijet International (Latin America),318,"339,909",0,0,-,"23,688,000","15,212,795","88,577"
2014-01,Ameristar Air Cargo (Domestic),91,"60,971","7,600","1,515",20%,"2,583,936","141,941",0
2014-01,Ameristar Air Cargo (International),12,"4,411",0,0,-,"254,712","49,990",0
2014-01,Antonov Company (International),4,"10,324",0,0,-,"1,056,000","393,478",0
2014-01,Arctic Transportation (Domestic),944,"73,754",515,76,15%,"3,759,650","582,873","945,321"
2014-01,Arik Air International (International),26,"136,500","6,162","4,008",65%,"2,671,240","39,296",0
2014-01,Asiana Airlines Inc. (International),811,"3,463,557","137,109","117,633",86%,"74,191,122","26,053,828",0
2014-01,Asia Pacific (International),54,"108,028",0,0,-,"2,511,000","875,336","184,002"
2014-01,Atlas Air Inc. (Domestic),479,"672,782","12,575","4,687",37%,"105,171,731","41,300,911",0
2014-01,Atlas Air Inc. (International),472,"1,761,938","13,301","3,153",24%,"120,632,702","74,866,069",0
2014-01,Austrian Airlines (International),144,"639,810","30,528","24,772",81%,"10,137,600","2,125,044",0
2014-01,"Avior Airlines, C.A. (International)",68,"101,048","9,792","7,816",80%,"1,564,763",0,0
2014-01,Avjet Corporation (Domestic),181,"180,048","1,821",479,26%,"432,000",0,0
2014-01,Bahamasair Holding Limited (International),609,"114,930","52,990","33,427",63%,"12,821,529",0,0
2014-01,Bering Air Inc. (Domestic),"2,199","197,233","19,776","8,185",41%,"6,501,600","179,209","670,144"
2014-01,Boutique Air (Domestic),27,"6,318",216,137,63%,"43,200",0,0
2014-01,British Airways Plc (International),"2,476","10,225,996","651,909","498,555",76%,"219,893,335","37,510,942",0
2014-01,Brussels Airlines N.V. (International),96,"360,132","26,236","15,018",57%,"9,341,878","1,477,920",0
2014-01,C.A.L Cargo Airlines (International),16,"72,561",0,0,-,"4,153,600","1,575,482",0
2014-01,Canjet Airlines (International),124,"158,026","23,436","19,315",82%,"5,927,126",0,0
2014-01,Cape Air (Domestic),"9,476","972,360","96,449","53,357",55%,"20,016,666",0,"90,506"
2014-01,Cargojet Airways Ltd. (International),67,"49,571",0,0,-,"4,105,215","1,321,554",0
2014-01,Cargolux Airlines International S.A (International),191,"951,567",0,0,-,"46,222,000","30,683,079",0
2014-01,Cargolux Italia SpA (International),18,"80,094",0,0,-,"4,356,000","2,141,001",0
2014-01,Caribbean Airlines Limited (International),683,"1,086,334","107,661","82,012",76%,"38,293,582","366,725",0
2014-01,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airli",442,"163,103","68,510","35,620",52%,"15,470,000",0,0
2014-01,CAT Aviation (International),4,"18,969",52,21,40%,"10,412",0,0
2014-01,Cathay Pacific Airways Ltd. (International),"1,184","6,421,879","181,067","157,735",87%,"215,460,443","106,667,459",0
2014-01,Cayman Airways Limited (International),222,"159,342","26,810","16,106",60%,"6,697,920","31,559",0
2014-01,Centurion Cargo Inc. (Latin America),108,"189,162",0,0,-,"22,032,000","11,596,992",0
2014-01,Chartright Air Inc. (International),36,"35,354",275,131,48%,"63,458",0,0
2014-01,Chautauqua Airlines Inc. (Atlantic),5,"2,105",250,144,58%,"57,430",0,0
2014-01,Chautauqua Airlines Inc. (Domestic),"9,274","3,157,109","449,458","322,417",72%,"107,152,394",0,0
2014-01,China Airlines Ltd. (International),865,"4,031,704","118,779","94,021",79%,"179,073,774","87,442,536",0
2014-01,China Cargo Airline (International),212,"956,068",0,0,-,"47,476,000","38,094,013",0
2014-01,China Eastern Airlines (International),250,"1,507,626","71,312","60,290",85%,"27,152,400","2,402,590",0
2014-01,China Southern Airlines (International),104,"720,692","30,380","28,004",92%,"18,182,014","6,395,631",0
2014-01,City Wings Inc dba Seaflight (Domestic),194,"8,730","1,746","1,189",68%,"287,120",0,0
2014-01,"Commutair Aka Champlain Enterprises, Inc. (Domestic)","3,004","591,686","120,742","81,070",67%,"34,385,280",0,0
2014-01,Compagnia Aerea Italiana (International),246,"1,082,808","62,416","48,310",77%,"30,369,982","3,223,393",0
2014-01,Compagnie Natl Air France (International),924,"3,731,470","262,859","225,615",86%,"95,732,769","24,244,766",0
2014-01,Compania Panamena (Copa) (International),"1,530","2,787,320","222,758","176,699",79%,"58,676,045","1,120,219",0
2014-01,Compass Airlines (Domestic),"5,408","4,040,763","405,363","302,061",75%,"106,634,008",798,0
